CODIGO_ELECTRICO;EMPRESA_ELECTRICA;TIPO_EMPLAZAMIENTO;ZONA;TECNOLOGIA;SECTORES_2G;SECTORES_3G;SECTORES_4G;TARIFA_ELECTRICA;kWh_MENSUAL;PAGO_MENSUAL;VARIACION_kWh;VARIACION_PAGO;DEMANDA_kWh;TASA_BOMBEROS;TASA_BASURA;FACTOR _POTENCIA
1700214009;CNEL_STO_DOM;ESTACION;Rural;2G3G;2;3;0;COMERCIAL SIN DEMANDA BAJA TENSION;949;124,79;1,5;-3,36;0;5,91;7,66;0,998
1700169457;CNEL_STO_DOM;ESTACION;Rural;2G3G4G;3;6;3;COMERCIAL SIN DEMANDA BAJA TENSION;2083;252,86;1,91;1,51;0;5,91;0;0,998
1700213976;CNEL_STO_DOM;ESTACION;Rural;2G3G4G;3;8;2;COMERCIAL SIN DEMANDA BAJA TENSION;1993;249,99;6,38;2,87;0;5,91;11,9;0,998
1700225884;CNEL_STO_DOM;ESTACION;Rural;2G3G4G;2;2;2;COMERCIAL SIN DEMANDA BAJA TENSION;1648;185,67;7,92;0,22;0;5,91;9,75;0,998
1701192947;CNEL_STO_DOM;ESTACION;Rural;2G;3;0;0;COMERCIAL SIN DEMANDA BAJA TENSION;741;89,73;-2,25;-4,02;0;5,91;0;0,998
1700180212;CNEL_STO_DOM;ESTACION;Rural;2G3G4G;3;5;3;COMERCIAL SIN DEMANDA BAJA TENSION;64,08;7,69;1,46;1,47;0;5,91;0;0,998
1700225885;CNEL_STO_DOM;ESTACION;Rural;2G3G4G;2;4;2;COMERCIAL SIN DEMANDA BAJA TENSION;2269;280,56;3,25;-1,37;0;5,91;12,26;0,998
1700155200;CNEL_STO_DOM;ESTACION;Rural;2G3G4G;3;4;3;COMERCIAL SIN DEMANDA BAJA TENSION;64,08;7,69;2,9;2,92;0;5,91;8,895;0,998
1700162269;CNEL_STO_DOM;ESTACION;Rural;2G3G4G;3;6;3;COMERCIAL SIN DEMANDA BAJA TENSION;64,08;7,69;1,5;0;0;5,91;0;0,998
1700146600;CNEL_STO_DOM;ESTACION;Rural;2G3G4G;3;5;3;COMERCIAL SIN DEMANDA BAJA TENSION;2643;296,58;0,47;-0,43;0;5,91;0;0,998
1700131883;CNEL_STO_DOM;ESTACION;Rural;2G3G4G;2;4;3;COMERCIAL SIN DEMANDA BAJA TENSION;2518;325,45;36,25;37,55;0;5,91;15,61;0,998
1700214008;CNEL_STO_DOM;ESTACION;Rural;2G3G;3;6;0;COMERCIAL SIN DEMANDA BAJA TENSION;2996;373,93;4,09;4,09;0;5,91;13,9;0,998
1700158485;CNEL_STO_DOM;ESTACION;Rural;2G3G;3;6;0;COMERCIAL SIN DEMANDA BAJA TENSION;1298,5;159,03;-1,18;-1,16;0;5,91;0;0,998
1701070416;CNEL_STO_DOM;ESTACION;Sub-Urbana;3G4G;0;6;3;COMERCIAL SIN DEMANDA BAJA TENSION;2078;243,47;2,7;-1,62;0;5,91;16,36;0,998
1700132336;CNEL_STO_DOM;ESTACION;Rural;2G3G4G;2;3;2;COMERCIAL SIN DEMANDA BAJA TENSION;1646;175,43;2,65;-15,86;0;5,91;13,25;0,998
1700175000;CNEL_STO_DOM;ESTACION;Urbana;2G3G4G;3;10;6;COMERCIAL SIN DEMANDA BAJA TENSION;3269;412,56;2,28;0,1;0;5,91;26,34;0,998
1700127203;CNEL_STO_DOM;ESTACION;Rural;2G3G4G;2;4;2;COMERCIAL SIN DEMANDA BAJA TENSION;2474;296,51;2,23;1,14;0;5,91;0;0,998
1700235111;CNEL_STO_DOM;ESTACION;Rural;2G3G4G;3;6;2;COMERCIAL SIN DEMANDA BAJA TENSION;2196;284,28;-0,4;-1,35;0;5,91;16,57;0,998
1700208294;CNEL_STO_DOM;ESTACION;Urbana;2G3G4G;3;6;3;COMERCIAL SIN DEMANDA BAJA TENSION;2512;324,69;-0,88;0,01;0;5,91;20,82;0,998
1700190475;CNEL_STO_DOM;ESTACION;Urbana;3G4G;0;9;3;COMERCIAL SIN DEMANDA BAJA TENSION;3102;391,39;0,61;0,75;0;5,91;25,265;0,998
1700131531;CNEL_STO_DOM;ESTACION;Rural;2G3G4G;2;6;2;COMERCIAL SIN DEMANDA BAJA TENSION;2432;295,53;8,44;8,36;0;5,91;12,79;0,998
1700213968;CNEL_STO_DOM;ESTACION;Urbana;SIN_INFORMACION;0;0;0;COMERCIAL SIN DEMANDA BAJA TENSION;947;107,06;1,18;-7,45;0;5,91;0;0,998
1700194176;CNEL_STO_DOM;ESTACION;Urbana;2G3G4G;3;9;3;COMERCIAL SIN DEMANDA BAJA TENSION;3086;398,1;1,03;1,02;0;5,91;25,86;0,998
1700246631;CNEL_STO_DOM;ESTACION;Urbana;2G3G4G;3;5;3;COMERCIAL SIN DEMANDA BAJA TENSION;2536;308,45;0,12;-0,18;0;5,91;18,03;0,998
1700152159;CNEL_STO_DOM;ESTACION;Sub-Urbana;3G;0;10;0;COMERCIAL SIN DEMANDA BAJA TENSION;3159;395,42;0,9;-0,42;0;5,91;26,78;0,998
1700231595;CNEL_STO_DOM;ESTACION;Urbana;2G3G4G;3;6;3;COMERCIAL SIN DEMANDA BAJA TENSION;2326;300,9;5,73;5,71;0;5,91;15,21;0,998
1700216031;CNEL_STO_DOM;ESTACION;Rural;REPETIDOR;0;0;0;COMERCIAL SIN DEMANDA BAJA TENSION;403;43,56;-2,18;-17,82;0;5,91;0;0,998
1700127510;CNEL_STO_DOM;ESTACION;Rural;2G3G;3;6;0;COMERCIAL SIN DEMANDA BAJA TENSION;2658;343,35;4,6;4,56;0;5,91;18,78;0,998
1700136522;CNEL_STO_DOM;ESTACION;Rural;2G3G4G;3;6;2;COMERCIAL SIN DEMANDA BAJA TENSION;3534;455,4;8,89;8,81;0;5,91;24,13;0,998
1700152160;CNEL_STO_DOM;ESTACION;Sub-Urbana;2G3G4G;3;10;6;COMERCIAL SIN DEMANDA BAJA TENSION;3145;392,48;1,13;0;0;5,91;25,65;0,998
1700166868;CNEL_STO_DOM;ESTACION;Sub-Urbana;2G3G4G;3;11;6;COMERCIAL SIN DEMANDA BAJA TENSION;3468;218,15;5,39;-5,14;0;5,91;27,43;0,998
1700105340;CNEL_STO_DOM;ESTACION;Sub-Urbana;2G3G4G;3;9;3;COMERCIAL SIN DEMANDA BAJA TENSION;4043;501,32;-0,56;-0,88;0;5,91;31,44;0,998
1701239391;CNEL_STO_DOM;ESTACION;Rural;2G3G;2;4;0;COMERCIAL SIN DEMANDA BAJA TENSION;1038;118,91;-0,67;-7,62;0;5,91;0;0,998
1701282268;CNEL_STO_DOM;ESTACION;Rural;SIN_INFORMACION;0;0;0;COMERCIAL SIN DEMANDA BAJA TENSION;1758;207,41;11,8;11,64;0;5,91;11,47;0,998
1701477645;CNEL_STO_DOM;ESTACION;Urbana;3G4G;0;9;3;COMERCIAL SIN DEMANDA BAJA TENSION;1867;233,24;1,32;1,71;0;5,91;15,12;0,998
1701468156;CNEL_STO_DOM;ESTACION;Urbana;3G4G;0;9;3;COMERCIAL SIN DEMANDA BAJA TENSION;1801;233,75;5,04;6,75;0;1,97;15,23;1
1701481845;CNEL_STO_DOM;ESTACION;Urbana;3G4G;0;6;3;COMERCIAL SIN DEMANDA BAJA TENSION;1654;214,95;-2,93;-2,89;0;5,91;13,86;0,998
1701485317;CNEL_STO_DOM;ESTACION;Urbana;3G4G;0;9;3;COMERCIAL SIN DEMANDA BAJA TENSION;1994;258,43;0,3;-1,02;0;5,91;16,57;0,998
1701558949;CNEL_STO_DOM;ESTACION;Urbana;3G;0;9;0;COMERCIAL SIN DEMANDA BAJA TENSION;1843;239,13;0,44;0,43;0;5,91;14,945;1
1701544683;CNEL_STO_DOM;ESTACION;Urbana;3G4G;0;9;3;COMERCIAL SIN DEMANDA BAJA TENSION;1754;226,21;-0,79;-0,57;0;5,91;14,38;0,998
1701566728;CNEL_STO_DOM;ESTACION;Sub-Urbana;3G4G;0;9;3;COMERCIAL SIN DEMANDA BAJA TENSION;1704;213,67;2,56;-1,04;0;5,91;13,38;0,998
1701650241;CNEL_STO_DOM;ESTACION;Rural;SIN_INFORMACION;0;0;0;COMERCIAL SIN DEMANDA BAJA TENSION;482;65,37;-4,14;-2,52;0;5,91;5,085;0,998
1701282748;CNEL_STO_DOM;ESTACION;Rural;REPETIDOR;0;0;0;COMERCIAL SIN DEMANDA BAJA TENSION;1221;145,1;9,32;5,4;0;6;0;0,998
1401012338;EEQ;ESTACION;Sub-Urbana;3G;0;4;0;COMERCIAL SIN DEMANDA BAJA TENSION;1405;182,57;-0,74;-2,57;0;5,955;26,665;0,998
1401837176;EEQ;ESTACION;Sub-Urbana;3G4G;0;2;2;COMERCIAL SIN DEMANDA BAJA TENSION;477;62,51;1,73;1,88;0;5,955;8,635;0,998
1401448222;EEQ;ESTACION;Sub-Urbana;2G3G4G;2;6;6;COMERCIAL SIN DEMANDA BAJA TENSION;3108;412,71;3,25;2,69;0;5,955;65,245;0,998
1401238290;EEQ;ESTACION;Rural;2G3G4G;3;6;2;COMERCIAL SIN DEMANDA BAJA TENSION;3036,54;345,62;0,19;1,16;0;5,91;27,8;0,998
1401398117;EEQ;ESTACION;Rural;2G;2;0;0;COMERCIAL SIN DEMANDA BAJA TENSION;976,65;107,55;4,62;2,32;0;5,955;0;0,998
1401911230;EEQ;ESTACION;Sub-Urbana;3G4G;0;6;3;COMERCIAL SIN DEMANDA BAJA TENSION;1644;217,57;1,87;2,43;0;5,955;33;0,998
1401911112;EEQ;ESTACION;Sub-Urbana;3G4G;0;6;3;COMERCIAL SIN DEMANDA BAJA TENSION;1496,5;198,46;3,04;4,99;0;5,955;30,395;0,998
1401506138;EEQ;ESTACION;Rural;2G3G;3;6;0;COMERCIAL SIN DEMANDA BAJA TENSION;1160;130,48;-1,21;-1,66;0;5,91;0;0,998
1401626511;EEQ;ESTACION;Rural;2G3G4G;3;6;3;COMERCIAL SIN DEMANDA BAJA TENSION;1359,15;180,87;1,13;4,54;0;5,955;26,26;0,998
1401762423;EEQ;ESTACION;Urbana;3G4G;0;6;6;COMERCIAL SIN DEMANDA BAJA TENSION;2030,5;266,39;-0,47;-1,16;0;5,955;41,695;0,998
1401799342;EEQ;ESTACION;Sub-Urbana;3G4G;0;6;3;COMERCIAL SIN DEMANDA BAJA TENSION;2632,5;346,22;1,03;0,7;0;5,955;56,04;0,998
1401761929;EEQ;ESTACION;Sub-Urbana;2G3G4G;2;4;2;COMERCIAL SIN DEMANDA BAJA TENSION;2302;305,35;-6,01;-3,15;0;5,91;48,06;0,998
1401855112;EEQ;ESTACION;Sub-Urbana;3G4G;0;6;4;COMERCIAL SIN DEMANDA BAJA TENSION;2318,5;308,83;9,49;12,54;0;5,955;40,375;0,998
1401852238;EEQ;ESTACION;Urbana;3G4G;0;6;3;COMERCIAL SIN DEMANDA BAJA TENSION;1693,5;224;3,17;3,01;0;5,955;33,54;0,998
1401900028;EEQ;ESTACION;Sub-Urbana;3G4G;0;6;6;COMERCIAL SIN DEMANDA BAJA TENSION;1816,5;240,27;0,99;0,76;0;5,955;38,04;0,998
1401911240;EEQ;ESTACION;Sub-Urbana;3G4G;0;6;3;COMERCIAL SIN DEMANDA BAJA TENSION;1379;182,75;0,21;0,14;0;5,955;27,84;0,998
1401898819;EEQ;ESTACION;Sub-Urbana;3G4G;0;6;2;COMERCIAL SIN DEMANDA BAJA TENSION;1346,5;179,14;-3,01;-1,2;0;6;28,37;0,998
1401083476;EEQ;ESTACION;Urbana;3G4G;0;6;6;COMERCIAL SIN DEMANDA BAJA TENSION;3327;441,9;3,51;6,53;0;6;59,52;0,998
1401603323;EEQ;ESTACION;Urbana;SIN_INFORMACION;0;0;0;COMERCIAL SIN DEMANDA BAJA TENSION;196,5;28,21;-2,9;0,89;0;6;3,44;0,998
1401460902;EEQ;ESTACION;Urbana;3G4G;0;4;4;COMERCIAL SIN DEMANDA BAJA TENSION;2217;294,57;-7,47;-4,88;0;5,955;47,355;0,998
1401911202;EEQ;ESTACION;Sub-Urbana;3G4G;0;6;6;COMERCIAL SIN DEMANDA BAJA TENSION;1852,5;246,04;10,47;10,59;0;6;35,665;0,998
1401661353;EEQ;ESTACION;Sub-Urbana;2G3G4G;3;6;6;COMERCIAL SIN DEMANDA BAJA TENSION;2971,5;396,53;1,97;6,86;0;6;49,76;0,998
1401899212;EEQ;ESTACION;Sub-Urbana;3G4G;0;4;3;COMERCIAL SIN DEMANDA BAJA TENSION;1359,5;175,24;-6,4;-8,83;0;6;27,02;0,998
1401777005;EEQ;ESTACION;Urbana;3G4G;0;4;2;COMERCIAL SIN DEMANDA BAJA TENSION;1202,58;159,27;-9,92;-7,71;0;6;25,12;0,998
1401892953;EEQ;ESTACION;Urbana;3G4G;0;8;6;COMERCIAL SIN DEMANDA BAJA TENSION;460;60,5;-1,11;2,44;0;6;8,16;0,998
1401469331;EEQ;ESTACION;Sub-Urbana;3G4G;0;6;3;COMERCIAL SIN DEMANDA BAJA TENSION;91,5;10,98;1,5;0,83;0;6;3,46;0,998
1401607456;EEQ;ESTACION;Urbana;SIN_INFORMACION;0;0;0;COMERCIAL SIN DEMANDA BAJA TENSION;65,25;7,83;1,5;1,16;0;6;0,31;0,998
1401540438;EEQ;ESTACION;Urbana;3G4G;0;4;4;COMERCIAL SIN DEMANDA BAJA TENSION;164,5;36,23;-3,52;5,83;0;5,955;3,105;0,998
1401905493;EEQ;ESTACION;Urbana;3G4G;0;8;4;COMERCIAL SIN DEMANDA BAJA TENSION;436;57,29;7,42;6,63;0;5,91;7,6;0,998
1401892951;EEQ;ESTACION;Sub-Urbana;3G4G;0;6;3;COMERCIAL SIN DEMANDA BAJA TENSION;291;38,16;2,74;5,25;0;5,955;4,295;0,998
1401753325;EEQ;ESTACION;Urbana;SIN_INFORMACION;0;0;0;COMERCIAL SIN DEMANDA BAJA TENSION;170,5;25,53;1,49;1,21;0;6;2,615;0,998
1401823490;EEQ;ESTACION;Urbana;SIN_INFORMACION;0;0;0;COMERCIAL SIN DEMANDA BAJA TENSION;264;35,34;1,05;1,81;0;5,91;1,81;0,998
1401465716;EEQ;ESTACION;Urbana;2G3G4G;2;6;6;COMERCIAL SIN DEMANDA BAJA TENSION;2961,5;396,11;-4,01;-0,3;0;5,955;57,975;0,998
1401823095;EEQ;ESTACION;Sub-Urbana;SIN_INFORMACION;0;0;0;COMERCIAL SIN DEMANDA BAJA TENSION;131;21,49;-1,5;0,47;0;6;2,415;0,998
1401904035;EEQ;ESTACION;Urbana;SIN_INFORMACION;0;0;0;COMERCIAL SIN DEMANDA BAJA TENSION;903;118,7;5,53;5,82;0;5,955;17,47;0,998
1401692380;EEQ;ESTACION;Urbana;SIN_INFORMACION;0;0;0;COMERCIAL SIN DEMANDA BAJA TENSION;65,25;7,83;1,5;1,29;0;6;0,31;0,998
1401692389;EEQ;ESTACION;Urbana;SIN_INFORMACION;0;0;0;COMERCIAL SIN DEMANDA BAJA TENSION;73;15,4;0;0,36;0;5,91;1,42;0,998
1401904041;EEQ;ESTACION;Urbana;SIN_INFORMACION;0;0;0;COMERCIAL SIN DEMANDA BAJA TENSION;436;55,75;-0,22;0,08;0;5,955;8,13;0,998
1401823495;EEQ;ESTACION;Urbana;SIN_INFORMACION;0;0;0;COMERCIAL SIN DEMANDA BAJA TENSION;360;47,43;0,85;4,49;0;5,91;3,15;0,998
1401904233;EEQ;ESTACION;Urbana;3G;0;6;0;COMERCIAL SIN DEMANDA BAJA TENSION;449;59,04;10,18;9,21;0;6;5,635;0,998
1401823491;EEQ;ESTACION;Urbana;SIN_INFORMACION;0;0;0;COMERCIAL SIN DEMANDA BAJA TENSION;337,5;44,11;0,29;2,16;0;5,955;3,08;0,998
1401904235;EEQ;ESTACION;Urbana;3G4G;0;4;2;COMERCIAL SIN DEMANDA BAJA TENSION;432;56,88;4,6;6,74;0;6;7,475;0,998
1401823099;EEQ;ESTACION;Sub-Urbana;SIN_INFORMACION;0;0;0;COMERCIAL SIN DEMANDA BAJA TENSION;410;53,82;6,42;3,9;0;6;7,16;0,998
1401892926;EEQ;ESTACION;Urbana;SIN_INFORMACION;0;0;0;COMERCIAL SIN DEMANDA BAJA TENSION;421;54,87;0,23;0;0;6;7,755;0,998
1401823107;EEQ;ESTACION;Sub-Urbana;SIN_INFORMACION;0;0;0;COMERCIAL SIN DEMANDA BAJA TENSION;159;24,41;-4,14;-2,16;0;6;2,97;0,998
1401850145;EEQ;ESTACION;Urbana;3G;0;4;0;COMERCIAL SIN DEMANDA BAJA TENSION;219;30,72;-0,23;1,71;0;6;3,79;0,998
1401891765;EEQ;ESTACION;Rural;SIN_INFORMACION;0;0;0;COMERCIAL SIN DEMANDA BAJA TENSION;525;69,2;9,49;12,18;0;5,955;8,47;0,998
1401373491;EEQ;ESTACION;Rural;2G;2;0;0;COMERCIAL SIN DEMANDA BAJA TENSION;897;109,99;-0,35;0,2;0;6;8,85;0,998
1401823492;EEQ;ESTACION;Urbana;SIN_INFORMACION;0;0;0;COMERCIAL SIN DEMANDA BAJA TENSION;214;30,2;-0,49;2,41;0;5,91;1,87;0,998
1401905492;EEQ;ESTACION;Urbana;3G4G;0;8;4;COMERCIAL SIN DEMANDA BAJA TENSION;428;56,74;-2,84;-1,21;0;6;7,92;0,998
1401510332;EEQ;ESTACION;Sub-Urbana;2G;1;0;0;COMERCIAL SIN DEMANDA BAJA TENSION;208;27,53;-0,88;0,19;0;6;1,96;0,998
1401692382;EEQ;ESTACION;Sub-Urbana;SIN_INFORMACION;0;0;0;COMERCIAL SIN DEMANDA BAJA TENSION;65,25;7,83;1,5;1,29;0;5,91;0,3;0,998
1401815538;EEQ;ESTACION;Sub-Urbana;3G4G;0;2;3;COMERCIAL SIN DEMANDA BAJA TENSION;134;21,67;-2,9;-1,49;0;6;2,69;0,998
1401904052;EEQ;ESTACION;Urbana;SIN_INFORMACION;0;0;0;COMERCIAL SIN DEMANDA BAJA TENSION;542;69,48;0,46;0,99;0;6;10,055;0,998
1401407951;EEQ;ESTACION;Sub-Urbana;2G3G4G;2;4;2;COMERCIAL SIN DEMANDA BAJA TENSION;1974,5;263,8;0,57;1,4;0;5,955;39,72;0,998
1401904055;EEQ;ESTACION;Urbana;SIN_INFORMACION;0;0;0;COMERCIAL SIN DEMANDA BAJA TENSION;856,5;113,81;3,23;-0,34;0;6;16,75;0,998
1401865755;EEQ;ESTACION;Urbana;SIN_INFORMACION;0;0;0;COMERCIAL SIN DEMANDA BAJA TENSION;65,25;7,83;1,5;-7,99;0;5,955;0,31;0,998
1401812299;EEQ;ESTACION;Rural;SIN_INFORMACION;0;0;0;COMERCIAL SIN DEMANDA BAJA TENSION;506;66,81;13,88;14,86;0;6;6,975;0,998
1401805382;EEQ;ESTACION;Sub-Urbana;3G4G;0;4;4;COMERCIAL SIN DEMANDA BAJA TENSION;290,5;37,85;-2,43;1,86;0;6;4,945;0,998
1401240842;EEQ;ESTACION;Urbana;2G3G4G;3;6;6;COMERCIAL SIN DEMANDA BAJA TENSION;2919,5;387,78;7,27;7,21;0;5,955;52,125;0,998
1401909901;EEQ;ESTACION;Urbana;SIN_INFORMACION;0;0;0;COMERCIAL SIN DEMANDA BAJA TENSION;240,5;32,29;1,26;-0,6;0;6;4,195;0,998
1401514091;EEQ;ESTACION;Rural;2G;1;0;0;COMERCIAL SIN DEMANDA BAJA TENSION;248,5;31,27;-2,36;-2,1;0;6;2,21;0,998
1401823096;EEQ;ESTACION;Sub-Urbana;SIN_INFORMACION;0;0;0;COMERCIAL SIN DEMANDA BAJA TENSION;403;52,71;-5,73;-6,21;0;6;8,11;0,998
1401123189;EEQ;ESTACION;Rural;REPETIDOR;0;0;0;COMERCIAL SIN DEMANDA BAJA TENSION;240,5;32,97;15,9;12,07;0;6;4,15;0,998
1401804457;EEQ;ESTACION;Rural;SIN_INFORMACION;0;0;0;COMERCIAL SIN DEMANDA BAJA TENSION;434;57,02;-0,22;0,08;0;5,955;8,04;0,998
1401823100;EEQ;ESTACION;Sub-Urbana;SIN_INFORMACION;0;0;0;COMERCIAL SIN DEMANDA BAJA TENSION;557,5;73,02;3,62;3,08;0;6;10,205;0,998
1401805176;EEQ;ESTACION;Sub-Urbana;SIN_INFORMACION;0;0;0;COMERCIAL SIN DEMANDA BAJA TENSION;476,5;61,96;0,22;1,31;0;6;8,39;0,998
1401861340;EEQ;ESTACION;Sub-Urbana;2G3G;3;6;0;COMERCIAL SIN DEMANDA BAJA TENSION;1274;168,39;-2,83;-0,35;0;5,955;23,89;0,998
1401815526;EEQ;ESTACION;Urbana;3G4G;0;6;6;COMERCIAL SIN DEMANDA BAJA TENSION;383;50,1;0;0,36;0;6;6,8;0,998
1401891762;EEQ;ESTACION;Sub-Urbana;3G4G;0;6;3;COMERCIAL SIN DEMANDA BAJA TENSION;760;100,87;-2,44;-0,2;0;6;14,93;0,998
1401506137;EEQ;ESTACION;Urbana;SIN_INFORMACION;0;0;0;COMERCIAL SIN DEMANDA BAJA TENSION;251;31,61;6,29;4,47;0;6;2,05;0,998
1401804434;EEQ;ESTACION;Urbana;3G4G;0;2;2;COMERCIAL SIN DEMANDA BAJA TENSION;512,5;67,48;1,13;3,47;0;6;9,09;0,998
1401904054;EEQ;ESTACION;Urbana;3G4G;0;12;6;COMERCIAL SIN DEMANDA BAJA TENSION;1428;190,45;-0,07;0,03;0;6;28,8;0,998
1401904234;EEQ;ESTACION;Urbana;3G4G;0;2;3;COMERCIAL SIN DEMANDA BAJA TENSION;835;110,28;0,24;-0,69;0;6;16,14;0,998
1401906022;EEQ;ESTACION;Sub-Urbana;3G4G;0;4;2;COMERCIAL SIN DEMANDA BAJA TENSION;1069;141,15;1,35;2,83;0;6;9,2;0,998
1401810725;EEQ;ESTACION;Sub-Urbana;3G;0;2;0;COMERCIAL SIN DEMANDA BAJA TENSION;893;117,03;-3,03;-2,48;0;6;18,62;0,998
1401441677;EEQ;ESTACION;Sub-Urbana;3G4G;0;4;4;COMERCIAL SIN DEMANDA BAJA TENSION;1876,5;249,76;-4,03;-5,81;0;5,955;38,385;0,998
1401806635;EEQ;ESTACION;Urbana;3G4G;0;4;2;COMERCIAL SIN DEMANDA BAJA TENSION;872;115,63;7,6;8,2;0;6;16,5;0,998
1401049749;EEQ;ESTACION;Urbana;2G3G4G;3;6;6;COMERCIAL SIN DEMANDA BAJA TENSION;2770;368,12;-9,67;-8,04;0;5,955;62,12;0,998
1401858463;EEQ;ESTACION;Rural;2G;2;0;0;COMERCIAL SIN DEMANDA BAJA TENSION;474;60,64;-1,82;-1,01;0;5,91;8,68;0,998
1401460945;EEQ;ESTACION;Urbana;2G3G4G;3;4;3;COMERCIAL SIN DEMANDA BAJA TENSION;2666;355,66;-2,37;-2,73;0;5,955;56,535;0,998
1401906014;EEQ;ESTACION;Sub-Urbana;3G4G;0;4;4;COMERCIAL SIN DEMANDA BAJA TENSION;1528;202,94;1,8;3,52;0;5,91;20,41;0,998
1401905491;EEQ;ESTACION;Urbana;3G4G;0;8;4;COMERCIAL SIN DEMANDA BAJA TENSION;1416;186,02;2,15;2,23;0;6;28,605;0,998
1401840538;EEQ;ESTACION;Rural;2G;1;0;0;COMERCIAL SIN DEMANDA BAJA TENSION;561,5;73,82;-2,5;-1,92;0;6;10,89;0,998
1401911223;EEQ;ESTACION;Sub-Urbana;3G4G;0;6;6;COMERCIAL SIN DEMANDA BAJA TENSION;2017;269,45;36,47;37,73;0;5,955;29,3;0,998
1401600668;EEQ;ESTACION;Rural;2G;3;0;0;COMERCIAL SIN DEMANDA BAJA TENSION;639;74,74;-0,23;-0,1;0;6;3;0,998
1401434973;EEQ;ESTACION;Rural;2G;3;0;0;COMERCIAL SIN DEMANDA BAJA TENSION;766,02;100,9;4,82;4,69;0;6;14,33;0,998
1401892699;EEQ;ESTACION;Urbana;3G;0;4;0;COMERCIAL SIN DEMANDA BAJA TENSION;716;94,96;-2,92;-3,04;0;6;15,425;0,998
1401902393;EEQ;ESTACION;Sub-Urbana;3G4G;0;4;4;COMERCIAL SIN DEMANDA BAJA TENSION;1814;241,79;15,65;18,36;0;6;32,21;0,998
1401811431;EEQ;ESTACION;Sub-Urbana;3G4G;0;4;2;COMERCIAL SIN DEMANDA BAJA TENSION;1218;161,75;5,65;6,8;0;6;24,9;0,998
1401823832;EEQ;ESTACION;Urbana;3G4G;0;4;2;COMERCIAL SIN DEMANDA BAJA TENSION;1375;182,24;2,19;2,45;0;6;27,16;0,998
1401879095;EEQ;ESTACION;Sub-Urbana;2G3G4G;3;6;3;COMERCIAL SIN DEMANDA BAJA TENSION;2206,5;285,66;-0,02;1,1;0;6;46,49;0,998
1401818653;EEQ;ESTACION;Urbana;3G;0;4;0;COMERCIAL SIN DEMANDA BAJA TENSION;632;83,7;-1,84;-0,58;0;5,955;13,11;0,998
1401861358;EEQ;ESTACION;Urbana;3G4G;0;4;4;COMERCIAL SIN DEMANDA BAJA TENSION;1604,5;214,12;20,87;24,18;0;6;26,31;0,998
1401869353;EEQ;ESTACION;Sub-Urbana;2G3G4G;2;4;2;COMERCIAL SIN DEMANDA BAJA TENSION;2033,5;269,51;0,38;2,23;0;6;42,625;0,998
1401823860;EEQ;ESTACION;Urbana;3G4G;0;6;6;COMERCIAL SIN DEMANDA BAJA TENSION;1774;236,85;37,63;16,79;0;5,955;15,295;0,998
1401854493;EEQ;ESTACION;Urbana;3G;0;4;0;COMERCIAL SIN DEMANDA BAJA TENSION;910;120,98;-3,62;-2,29;0;6;20,505;0,998
1401883198;EEQ;ESTACION;Urbana;3G4G;0;4;6;COMERCIAL SIN DEMANDA BAJA TENSION;1441;190,99;1,19;1,41;0;6;27,91;0,998
1401805375;EEQ;ESTACION;Rural;SIN_INFORMACION;0;0;0;COMERCIAL SIN DEMANDA BAJA TENSION;1130;149,14;8,77;11,84;0;6;20,085;0,998
1401880030;EEQ;ESTACION;Sub-Urbana;3G4G;0;6;3;COMERCIAL SIN DEMANDA BAJA TENSION;1539;205,34;2,07;2,21;0;6;31,58;0,998
1401410704;EEQ;ESTACION;Urbana;2G3G4G;1;2;3;COMERCIAL SIN DEMANDA BAJA TENSION;2289,5;305,29;18,29;18,83;0;6;38,86;0,998
1401850148;EEQ;ESTACION;Urbana;3G;0;2;0;COMERCIAL SIN DEMANDA BAJA TENSION;534,5;70,62;-1,09;0,56;0;6;10,83;0,998
1401671402;EEQ;ESTACION;Sub-Urbana;2G3G4G;2;6;3;COMERCIAL SIN DEMANDA BAJA TENSION;2503;334,62;-3,34;-4,12;0;6;53,845;0,998
1401846814;EEQ;ESTACION;Urbana;3G4G;0;6;3;COMERCIAL SIN DEMANDA BAJA TENSION;1412,5;186,02;36,61;20,49;0;5,955;26,47;0,998
1401850153;EEQ;ESTACION;Urbana;SIN_INFORMACION;0;0;0;COMERCIAL SIN DEMANDA BAJA TENSION;564,5;74,64;1,27;1,91;0;6;11,04;0,998
1401811027;EEQ;ESTACION;Sub-Urbana;3G4G;0;6;3;COMERCIAL SIN DEMANDA BAJA TENSION;2685;328,89;50,08;52,24;0;5,955;17,655;0,998
1401803876;EEQ;ESTACION;Sub-Urbana;3G4G;0;6;3;COMERCIAL SIN DEMANDA BAJA TENSION;1972,5;242,53;4,97;3,93;0;6;20,75;0,998
1401856831;EEQ;ESTACION;Sub-Urbana;3G4G;0;6;3;COMERCIAL SIN DEMANDA BAJA TENSION;1515;195,78;1,1;1,66;0;6;26,21;0,998
1401880435;EEQ;ESTACION;Urbana;3G;0;2;0;COMERCIAL SIN DEMANDA BAJA TENSION;687;90,41;-2;-3,13;0;6;13,19;0,998
1401402522;EEQ;ESTACION;Rural;2G;3;0;0;COMERCIAL SIN DEMANDA BAJA TENSION;689,52;90,87;-1,28;1,28;0;6;13,485;0,998
