CODIGO_ELECTRICO;EMPRESA_ELECTRICA;TIPO_EMPLAZAMIENTO;ZONA;TECNOLOGIA;SECTORES_2G;SECTORES_3G;SECTORES_4G;TARIFA_ELECTRICA;kWh_MENSUAL;PAGO_MENSUAL;VARIACION_kWh;VARIACION_PAGO;DEMANDA_kWh;TASA_BOMBEROS;TASA_BASURA;FACTOR _POTENCIA
1402005755;EEQ;ESTACION;Sub-Urbana;3G4G;0;4;4;COMERCIAL SIN DEMANDA BAJA TENSION;1540,5;205,54;4,28;5,44;0;6;29,265;0,998
1402009149;EEQ;ESTACION;Urbana;3G4G;0;6;6;COMERCIAL SIN DEMANDA BAJA TENSION;1595,5;212,91;-0,5;1,22;0;5,91;31,94;0,998
1402010121;EEQ;ESTACION;Urbana;3G4G;0;4;4;COMERCIAL SIN DEMANDA BAJA TENSION;1730,5;229,65;5,94;5,55;0;6;28,58;0,998
1402024301;EEQ;ESTACION;Urbana;3G4G;0;6;6;COMERCIAL SIN DEMANDA BAJA TENSION;1803,5;240,81;5,31;6,72;0;5,91;30,55;0,998
1402024349;EEQ;ESTACION;Urbana;2G3G4G;1;2;3;COMERCIAL SIN DEMANDA BAJA TENSION;1658,5;217,85;-2,95;-3,69;0;6;34,37;0,998
1402020592;EEQ;ESTACION;Urbana;3G4G;0;4;4;COMERCIAL SIN DEMANDA BAJA TENSION;1655,5;220,81;8,42;9,76;0;5,955;27,125;0,998
1400063741;EEQ;ESTACION;Urbana;3G4G;0;6;6;COMERCIAL SIN DEMANDA BAJA TENSION;1796;238,36;1,47;2;0;6;39,3;0,998
1402010296;EEQ;ESTACION;Urbana;SIN_INFORMACION;0;0;0;COMERCIAL SIN DEMANDA BAJA TENSION;121,5;20,45;-6,18;-1,17;0;5,955;2,34;0,998
1410023874;EEQ;ESTACION;Urbana;3G;0;1;0;COMERCIAL SIN DEMANDA BAJA TENSION;465;55,82;-12,45;-109,86;0;6;4,6;0,998
1410021302;EEQ;ESTACION;Urbana;2G3G4G;1;6;3;COMERCIAL SIN DEMANDA BAJA TENSION;65,25;7,83;1,5;0,65;0;6;0,31;0,998
1410027590;EEQ;ESTACION;Sub-Urbana;2G3G4G;3;6;6;COMERCIAL SIN DEMANDA BAJA TENSION;2708,5;359,67;4,29;-0,25;0;6;52,94;0,998
1400971998;EEQ;ESTACION;Urbana;2G3G4G;2;4;4;COMERCIAL SIN DEMANDA BAJA TENSION;2783;371,32;18,55;13,82;0;6;48,82;0,998
1410033410;EEQ;ESTACION;Sub-Urbana;SIN_INFORMACION;0;0;0;COMERCIAL SIN DEMANDA BAJA TENSION;2782,5;340,95;1,5;9,66;0;6;29,39;0,998
1410035535;EEQ;ESTACION;Urbana;3G4G;0;4;4;COMERCIAL SIN DEMANDA BAJA TENSION;1737;230,21;1,5;12,05;0;6;31,07;0,998
1410031539;EEQ;ESTACION;Urbana;3G4G;0;4;4;COMERCIAL SIN DEMANDA BAJA TENSION;1753;233,08;13,9;0,14;0;6;27,85;0,998
1410036924;EEQ;ESTACION;Urbana;SIN_INFORMACION;0;0;0;COMERCIAL SIN DEMANDA BAJA TENSION;923;122,73;-14,93;-15,23;0;6;21,26;0,998
1410036542;EEQ;ESTACION;Rural;2G;3;0;0;COMERCIAL SIN DEMANDA BAJA TENSION;609,5;80,51;9,76;9,42;0;6;11,23;0,998
1410046352;EEQ;ESTACION;Urbana;3G4G;0;4;4;COMERCIAL SIN DEMANDA BAJA TENSION;1639;213,76;17,49;17,71;0;6;29,33;0,998
1410034929;EEQ;ESTACION;Urbana;3G4G;0;6;3;COMERCIAL SIN DEMANDA BAJA TENSION;1607,5;214,04;9,28;-18,17;0;6;35,39;0,998
1410038156;EEQ;ESTACION;Urbana;2G3G4G;3;6;6;COMERCIAL SIN DEMANDA BAJA TENSION;2411,5;321,61;4,91;1,49;0;6;39,72;0,998
1400094572;EEQ;ESTACION;Urbana;3G4G;0;6;6;COMERCIAL SIN DEMANDA BAJA TENSION;2359,5;311,67;-1,75;-2,36;0;5,955;46,165;0,998
504971479;CENTROSUR;ESTACION;Urbana;3G4G;0;8;2;COMERCIAL SIN DEMANDA BAJA TENSION;1391;168,4;3,78;-3,37;0;6;0;0,998
504535373;CENTROSUR;ESTACION;Rural;SIN_INFORMACION;0;0;0;COMERCIAL SIN DEMANDA BAJA TENSION;308;40,21;-4,89;-2,64;0;5,91;0;0,998
504535365;CENTROSUR;ESTACION;Rural;SIN_INFORMACION;0;0;0;COMERCIAL SIN DEMANDA BAJA TENSION;286;37,79;-6,33;-3,68;0;5,91;0;0,998
504535357;CENTROSUR;ESTACION;Rural;SIN_INFORMACION;0;0;0;COMERCIAL SIN DEMANDA BAJA TENSION;98;18;-1,42;-0,37;0;5,91;0;0,998
504122602;CENTROSUR;ESTACION;Rural;SIN_INFORMACION;0;0;0;COMERCIAL SIN DEMANDA BAJA TENSION;110;15,85;76,92;9,2;0;5,955;0;0,998
504535332;CENTROSUR;ESTACION;Urbana;SIN_INFORMACION;0;0;0;COMERCIAL SIN DEMANDA BAJA TENSION;24,5;9,56;-3,85;-27,3;0;6;0;0,998
504535340;CENTROSUR;ESTACION;Urbana;SIN_INFORMACION;0;0;0;COMERCIAL SIN DEMANDA BAJA TENSION;292;38,43;10,81;-11,61;0;6;0;0,998
504535308;CENTROSUR;ESTACION;Urbana;SIN_INFORMACION;0;0;0;COMERCIAL SIN DEMANDA BAJA TENSION;176,5;26;0,28;-1,28;0;6;0;0,998
503665650;CENTROSUR;ESTACION;Urbana;SIN_INFORMACION;0;0;0;COMERCIAL SIN DEMANDA BAJA TENSION;110,5;26,56;36,42;14,66;0;5,91;4,835;0,897
504535316;CENTROSUR;ESTACION;Urbana;SIN_INFORMACION;0;0;0;COMERCIAL SIN DEMANDA BAJA TENSION;300;39,27;4,01;-6,06;0;6;0;0,998
504535324;CENTROSUR;ESTACION;Urbana;SIN_INFORMACION;0;0;0;COMERCIAL SIN DEMANDA BAJA TENSION;332;45,06;9,47;15,73;0;5,91;2;0,998
504789871;CENTROSUR;ESTACION;Rural;2G;3;0;0;COMERCIAL SIN DEMANDA BAJA TENSION;687;85,08;-5,08;-4,74;0;6;0;0,998
504410494;CENTROSUR;ESTACION;Urbana;2G3G4G;3;12;3;COMERCIAL SIN DEMANDA BAJA TENSION;2003;240,11;0,28;-0,03;0;6;0;1
504404281;CENTROSUR;ESTACION;Sub-Urbana;2G3G4G;3;9;3;COMERCIAL SIN DEMANDA BAJA TENSION;2826,5;338,29;4,38;4,36;0;5,955;0;0,998
503886389;CENTROSUR;ESTACION;Rural;2G3G4G;3;6;3;COMERCIAL SIN DEMANDA BAJA TENSION;2361;283,19;-3,85;-2,47;0;6;0;1
504615803;CENTROSUR;ESTACION;Sub-Urbana;3G4G;0;9;3;COMERCIAL SIN DEMANDA BAJA TENSION;2089;251;0,02;-3,82;0;6;0;0,998
503813862;CENTROSUR;ESTACION;Rural;REPETIDOR;0;0;0;COMERCIAL SIN DEMANDA BAJA TENSION;947;115,84;-4,63;-2,29;0;6;0;1
504525077;CENTROSUR;ESTACION;Urbana;2G3G4G;2;6;2;COMERCIAL SIN DEMANDA BAJA TENSION;2024;243,32;-1,84;-4,21;0;6;0;0,998
504806477;CENTROSUR;ESTACION;Urbana;3G4G;0;9;3;COMERCIAL SIN DEMANDA BAJA TENSION;2270;272,43;2,67;2,63;0;6;0;0,998
504544151;CENTROSUR;ESTACION;Sub-Urbana;3G4G;0;9;3;COMERCIAL SIN DEMANDA BAJA TENSION;2047,5;246,1;-5,46;-5,07;0;6;0;0,998
504786869;CENTROSUR;ESTACION;Urbana;3G4G;0;9;3;COMERCIAL SIN DEMANDA BAJA TENSION;2314;277,52;0,82;-6,37;0;5,91;0;0,998
504750725;CENTROSUR;ESTACION;Urbana;2G3G4G;3;9;3;COMERCIAL SIN DEMANDA BAJA TENSION;2524;302,5;3,79;-5,71;0;6;0;1
504637179;CENTROSUR;ESTACION;Urbana;2G3G4G;3;6;3;COMERCIAL SIN DEMANDA BAJA TENSION;2352,5;282,19;-1,3;-2,3;0;6;0;0,998
504690913;CENTROSUR;ESTACION;Urbana;2G3G4G;3;9;3;COMERCIAL SIN DEMANDA BAJA TENSION;2546;305,1;1,07;-0,19;0;5,955;0;0,998
504510434;CENTROSUR;ESTACION;Rural;2G3G4G;2;6;2;COMERCIAL SIN DEMANDA BAJA TENSION;2064,5;248,11;-3,66;-3,61;0;5,955;0;0,998
503910502;CENTROSUR;ESTACION;Sub-Urbana;2G3G4G;3;9;3;COMERCIAL SIN DEMANDA BAJA TENSION;2489,5;298,41;-2,06;-2,85;0;5,955;0;1
504506515;CENTROSUR;ESTACION;Sub-Urbana;2G3G4G;2;9;3;COMERCIAL SIN DEMANDA BAJA TENSION;2414,5;289,53;-2,76;-3,63;0;6;0;0,998
503829017;CENTROSUR;ESTACION;Urbana;2G3G4G;3;9;3;COMERCIAL SIN DEMANDA BAJA TENSION;2851;341,19;2,83;-1,13;0;5,91;0;0,998
504332250;CENTROSUR;ESTACION;Urbana;2G3G4G;3;9;3;COMERCIAL SIN DEMANDA BAJA TENSION;2578;308,88;-0,15;-0,13;0;6;0;0,998
503868874;CENTROSUR;ESTACION;Sub-Urbana;2G3G4G;3;9;3;COMERCIAL SIN DEMANDA BAJA TENSION;2789;333,91;-1,57;-2,41;0;5,955;0;1
504074274;CENTROSUR;ESTACION;Urbana;2G3G4G;3;9;3;COMERCIAL SIN DEMANDA BAJA TENSION;2554;306,04;-1,12;-1,11;0;5,91;0;1
503801313;CENTROSUR;ESTACION;Urbana;3G;0;4;0;COMERCIAL SIN DEMANDA BAJA TENSION;964;117,86;-20,33;-20,91;0;6;0;0,998
503829009;CENTROSUR;ESTACION;Sub-Urbana;2G3G4G;3;9;3;COMERCIAL SIN DEMANDA BAJA TENSION;2797;334,8;-1,56;-2,67;0;6;0;1
504638094;CENTROSUR;ESTACION;Urbana;3G4G;0;9;3;COMERCIAL SIN DEMANDA BAJA TENSION;2099;252,19;-7,31;-6,22;0;5,91;0;0,998
503886397;CENTROSUR;ESTACION;Sub-Urbana;2G3G4G;3;9;2;COMERCIAL SIN DEMANDA BAJA TENSION;2501;298,94;-4,23;-3,2;0;5,91;0;1
504708483;CENTROSUR;ESTACION;Urbana;2G3G4G;2;9;3;COMERCIAL SIN DEMANDA BAJA TENSION;2697;322,97;-1,89;-0,82;0;6;0;0,998
504638086;CENTROSUR;ESTACION;Urbana;2G3G4G;3;9;3;COMERCIAL SIN DEMANDA BAJA TENSION;2812,5;336,64;-2,34;-3,8;0;6;0;0,998
504615795;CENTROSUR;ESTACION;Urbana;2G3G4G;3;9;3;COMERCIAL SIN DEMANDA BAJA TENSION;2317;272,43;-0,24;-0,21;0;5,91;0;0,998
503696473;CENTROSUR;ESTACION;Urbana;3G4G;0;9;3;COMERCIAL SIN DEMANDA BAJA TENSION;2026;330,72;-2,95;-4,62;0;6;91,135;0,998
504615787;CENTROSUR;ESTACION;Urbana;3G4G;0;9;3;COMERCIAL SIN DEMANDA BAJA TENSION;1995,5;239,94;-13,38;-10,03;0;6;0;0,998
503829025;CENTROSUR;ESTACION;Sub-Urbana;2G3G4G;3;9;3;COMERCIAL SIN DEMANDA BAJA TENSION;2730,5;443,47;-4,28;-3,67;0;5,955;119,54;1
503780392;CENTROSUR;ESTACION;Sub-Urbana;2G3G4G;2;9;3;COMERCIAL SIN DEMANDA BAJA TENSION;2889;343,44;-1,22;-4,91;0;5,91;0;1
504638078;CENTROSUR;ESTACION;Sub-Urbana;2G3G4G;3;9;3;COMERCIAL SIN DEMANDA BAJA TENSION;2765;330,53;-1,97;-2,09;0;6;0;0,998
504615779;CENTROSUR;ESTACION;Urbana;2G3G4G;3;9;3;COMERCIAL SIN DEMANDA BAJA TENSION;2824,5;338,06;5,24;-0,62;0;6;0;0,998
504183729;CENTROSUR;ESTACION;Urbana;2G3G4G;3;9;3;COMERCIAL SIN DEMANDA BAJA TENSION;3241;384,15;-3,35;-3,3;0;5,91;0;0,998
504929808;CENTROSUR;ESTACION;Sub-Urbana;3G4G;0;9;3;COMERCIAL SIN DEMANDA BAJA TENSION;2136,39;256,62;3,15;1,84;0;6;0;1
505004536;CENTROSUR;ESTACION;Urbana;3G4G;0;1;1;COMERCIAL SIN DEMANDA BAJA TENSION;1631;196,8;-0,86;-3,03;0;5,955;0;0,998
1501438662;EERIOBAMBA;ESTACION;Rural;2G;2;0;0;COMERCIAL SIN DEMANDA BAJA TENSION;1322;161,56;-5,23;4,96;0;6;0;0,998
1501440767;EERIOBAMBA;ESTACION;Rural;2G3G;3;6;0;COMERCIAL SIN DEMANDA BAJA TENSION;1946,5;271,88;-15,44;-14,75;0;6;0;0,998
1501441401;EERIOBAMBA;ESTACION;Rural;2G3G;2;4;0;COMERCIAL SIN DEMANDA BAJA TENSION;1255;162,04;-1,11;1,36;0;6;0;0,998
1501465657;EERIOBAMBA;ESTACION;Sub-Urbana;2G3G4G;3;12;3;COMERCIAL SIN DEMANDA BAJA TENSION;2503;307,37;1,5;3,29;0;6;0;0,998
1501480805;EERIOBAMBA;ESTACION;Sub-Urbana;2G3G4G;3;6;3;COMERCIAL SIN DEMANDA BAJA TENSION;3959;437,56;4,57;0,63;0;6;0;0,998
1501480813;EERIOBAMBA;ESTACION;Sub-Urbana;2G3G4G;3;12;3;COMERCIAL SIN DEMANDA BAJA TENSION;2409;278,76;-3,47;0,48;0;6;0;0,998
1501480821;EERIOBAMBA;ESTACION;Sub-Urbana;2G3G4G;3;12;3;COMERCIAL SIN DEMANDA BAJA TENSION;2475;293,89;-4,41;0,37;0;6;0;0,998
1501490572;EERIOBAMBA;ESTACION;Rural;2G;3;0;0;COMERCIAL SIN DEMANDA BAJA TENSION;424,32;55,34;-3,87;-3,29;0;5,88;0;0,998
1501490580;EERIOBAMBA;ESTACION;Rural;2G3G4G;3;6;3;COMERCIAL SIN DEMANDA BAJA TENSION;1658,52;196,16;3,66;1,21;0;6;0;0,998
1501501287;EERIOBAMBA;ESTACION;Rural;2G;3;0;0;COMERCIAL SIN DEMANDA BAJA TENSION;513;71,83;-9,39;-4,44;0;6;0;0,998
1501503721;EERIOBAMBA;ESTACION;Rural;2G3G;2;4;0;COMERCIAL SIN DEMANDA BAJA TENSION;597,5;77,32;12,65;16,7;0;5,94;0;0,998
1501520501;EERIOBAMBA;ESTACION;Rural;2G3G4G;2;6;3;COMERCIAL SIN DEMANDA BAJA TENSION;1802;199,58;18,47;5,67;0;5,94;0;0,998
1501521475;EERIOBAMBA;ESTACION;Sub-Urbana;2G3G4G;3;4;3;COMERCIAL SIN DEMANDA BAJA TENSION;1755,42;221;-2,67;2,46;0;5,94;0;0,998
1501522051;EERIOBAMBA;ESTACION;Rural;2G3G4G;3;12;3;COMERCIAL SIN DEMANDA BAJA TENSION;1537,65;210,96;4,89;15,81;0;5,94;0;0,998
1501524438;EERIOBAMBA;ESTACION;Rural;2G3G;3;6;0;COMERCIAL SIN DEMANDA BAJA TENSION;1501,5;162,57;9,58;8,21;0;5,88;0;0,998
1501524933;EERIOBAMBA;ESTACION;Urbana;2G3G4G;3;12;3;COMERCIAL SIN DEMANDA BAJA TENSION;2702,5;333,51;-8,8;-9,7;0;5,94;0;0,998
1501525062;EERIOBAMBA;ESTACION;Sub-Urbana;2G;3;0;0;COMERCIAL SIN DEMANDA BAJA TENSION;888,42;116,08;-2,06;11,18;0;5,88;0;0,998
1501527100;EERIOBAMBA;ESTACION;Rural;2G3G;3;6;0;COMERCIAL SIN DEMANDA BAJA TENSION;6866,64;734;1,5;32,01;0;6;0;0,998
1501528157;EERIOBAMBA;ESTACION;Rural;2G3G;3;6;0;COMERCIAL SIN DEMANDA BAJA TENSION;1704;205,22;0,95;9,06;0;6;0;0,998
1501528165;EERIOBAMBA;ESTACION;Rural;2G3G;3;3;0;COMERCIAL SIN DEMANDA BAJA TENSION;1536;176,47;4,03;7,94;0;6;0;0,998
1501533405;EERIOBAMBA;ESTACION;Rural;2G3G;3;4;0;COMERCIAL SIN DEMANDA BAJA TENSION;1679;224,45;-0,75;6,26;0;6;0;0,998
1501535277;EERIOBAMBA;ESTACION;Urbana;2G3G4G;3;12;3;COMERCIAL SIN DEMANDA BAJA TENSION;63,58;7,63;1,5;0,47;0;6;0;0,998
1501539352;EERIOBAMBA;ESTACION;Rural;2G3G;3;2;0;COMERCIAL SIN DEMANDA BAJA TENSION;938,4;112,82;92;71,2;0;6;0;0,998
1501545458;EERIOBAMBA;ESTACION;Sub-Urbana;2G3G4G;3;12;3;COMERCIAL SIN DEMANDA BAJA TENSION;2651;285,06;1,13;0,51;0;6;0;0,998
1501569193;EERIOBAMBA;ESTACION;Rural;REPETIDOR;0;0;0;COMERCIAL SIN DEMANDA BAJA TENSION;236;38,22;-22,16;1,07;0;6;0;0,998
1501606243;EERIOBAMBA;ESTACION;Rural;2G3G4G;3;12;3;COMERCIAL SIN DEMANDA BAJA TENSION;2105;261,01;-2,32;-4,57;0;6;0;0,998
1501606250;EERIOBAMBA;ESTACION;Urbana;2G3G4G;3;12;3;COMERCIAL SIN DEMANDA BAJA TENSION;2179;246,28;-0,76;-1,89;0;6;0;0,998
1501606573;EERIOBAMBA;ESTACION;Urbana;3G4G;0;12;3;COMERCIAL SIN DEMANDA BAJA TENSION;1811;215,21;-9,63;-11,97;0;6;0;0,998
1501639442;EERIOBAMBA;ESTACION;Rural;2G3G;3;6;0;COMERCIAL SIN DEMANDA BAJA TENSION;853;104,42;1,08;-1,08;0;6;0;0,998
1501640259;EERIOBAMBA;ESTACION;Rural;2G3G4G;3;2;2;COMERCIAL SIN DEMANDA BAJA TENSION;1147,5;137,1;2,08;1,51;0;6;0;0,998
1501640267;EERIOBAMBA;ESTACION;Rural;2G;3;0;0;COMERCIAL SIN DEMANDA BAJA TENSION;814,92;112,41;4,91;8,36;0;6;0;0,998
1501665447;EERIOBAMBA;ESTACION;Rural;2G3G;2;4;0;COMERCIAL SIN DEMANDA BAJA TENSION;63,58;7,63;-77,93;-73,35;0;5,94;0;0,998
1501681709;EERIOBAMBA;ESTACION;Rural;2G;3;0;0;COMERCIAL SIN DEMANDA BAJA TENSION;564;69,2;-3,32;-0,85;0;6;0;0,998
1501738863;EERIOBAMBA;ESTACION;Urbana;2G3G4G;3;12;3;COMERCIAL SIN DEMANDA BAJA TENSION;1972;238,05;-1,65;-2,06;0;6;0;0,998
1501749142;EERIOBAMBA;ESTACION;Urbana;2G3G4G;3;12;3;COMERCIAL SIN DEMANDA BAJA TENSION;2190,5;267,91;1,29;2,5;0;5,94;0;0,998
1501749696;EERIOBAMBA;ESTACION;Urbana;2G3G;3;6;0;COMERCIAL SIN DEMANDA BAJA TENSION;1226;150,11;1,5;11,28;0;6;0;0,998
1501750108;EERIOBAMBA;ESTACION;Urbana;2G3G4G;3;12;3;COMERCIAL SIN DEMANDA BAJA TENSION;2041;230,78;-2,75;-1,51;0;6;0;0,998
1501761600;EERIOBAMBA;ESTACION;Sub-Urbana;2G3G4G;2;4;2;COMERCIAL SIN DEMANDA BAJA TENSION;1422;179,46;1,5;4,88;0;5,88;0;0,998
1501900133;EERIOBAMBA;ESTACION;Sub-Urbana;3G4G;0;12;3;COMERCIAL SIN DEMANDA BAJA TENSION;1489;177,78;1,21;-0,31;0;6;0;0,998
1501900141;EERIOBAMBA;ESTACION;Sub-Urbana;3G4G;0;6;3;COMERCIAL SIN DEMANDA BAJA TENSION;1179;146,94;1,2;1,64;0;5,94;0;0,998
1501900166;EERIOBAMBA;ESTACION;Urbana;3G4G;0;12;3;COMERCIAL SIN DEMANDA BAJA TENSION;1738;203,56;1,75;1,77;0;5,88;0;0,998
1501900786;EERIOBAMBA;ESTACION;Sub-Urbana;3G4G;0;12;3;COMERCIAL SIN DEMANDA BAJA TENSION;1382;157,86;-1,08;-0,29;0;5,88;0;0,998
1501910751;EERIOBAMBA;ESTACION;Urbana;3G;0;6;0;COMERCIAL SIN DEMANDA BAJA TENSION;478;59,18;-7,79;-6,52;0;5,88;0;0,998
1501639178;EERIOBAMBA;ESTACION;Urbana;3G4G;0;12;3;COMERCIAL SIN DEMANDA BAJA TENSION;1753;200,64;5,2;5,51;0;5,88;0;0,998
1501913474;EERIOBAMBA;ESTACION;Urbana;3G4G;0;12;3;COMERCIAL SIN DEMANDA BAJA TENSION;1299;150,47;-1,15;-9,44;0;5,88;0;0,998
1502141083;EERIOBAMBA;ESTACION;Urbana;3G4G;0;12;3;COMERCIAL SIN DEMANDA BAJA TENSION;1131,5;127,08;3,62;6,31;0;5,88;0;0,998
1900031005;ELECGALAPAGOS;ESTACION;Urbana;SIN_INFORMACION;0;0;0;COMERCIAL CON DEMANDA BAJA TENSION;62,92;7,55;1,5;-40,32;0;5,91;0;0,998
200172320;EEA;ESTACION;Urbana;2G3G4G;3;9;3;COMERCIAL SIN DEMANDA BAJA TENSION;2836;388,36;-1,74;-0,12;0;5,955;30,25;0,998
203026796;EEA;ESTACION;Sub-Urbana;2G3G4G;2;4;2;COMERCIAL SIN DEMANDA BAJA TENSION;1572,5;215,67;0,18;4,69;0;5,955;16,155;0,998
200132845;EEA;ESTACION;Sub-Urbana;2G3G4G;3;11;3;COMERCIAL SIN DEMANDA BAJA TENSION;2854,5;379,94;1,15;1,17;0;5,955;29,03;0,998
1803177607;EERSSA;ESTACION;Urbana;3G4G;0;12;3;COMERCIAL SIN DEMANDA BAJA TENSION;1379;161,52;11,9;12,24;0;5,955;0;0,998
1803042090;EERSSA;ESTACION;Rural;2G3G;3;3;0;COMERCIAL SIN DEMANDA BAJA TENSION;63,67;7,64;1,5;-6,96;0;5,91;0;0,998
1801434851;EERSSA;ESTACION;Urbana;2G3G4G;3;14;3;COMERCIAL SIN DEMANDA BAJA TENSION;2745;324,21;-1,27;0,9;0;6;0;0,998
1801434877;EERSSA;ESTACION;Urbana;2G3G4G;3;12;3;COMERCIAL SIN DEMANDA BAJA TENSION;2134;249,59;0,97;-0,62;0;5,955;0;0,998
1803180551;EERSSA;ESTACION;Urbana;3G4G;0;6;3;COMERCIAL SIN DEMANDA BAJA TENSION;1333;159;3,39;6,8;0;6;0;0,998
1801759273;EERSSA;ESTACION;Rural;REPETIDOR;0;0;0;COMERCIAL SIN DEMANDA BAJA TENSION;680;81,94;19,04;17,41;0;6;0;0,998
1801623289;EERSSA;ESTACION;Rural;2G3G;3;6;0;COMERCIAL SIN DEMANDA BAJA TENSION;835;100,14;1,5;21,98;0;6;0;0,998
1801440783;EERSSA;ESTACION;Urbana;2G3G4G;3;6;3;COMERCIAL SIN DEMANDA BAJA TENSION;1829;217,53;1,92;1,95;0;5,955;0;0,998
1801311588;EERSSA;ESTACION;Rural;3G;0;4;0;COMERCIAL SIN DEMANDA BAJA TENSION;653;78,55;-1,86;-2,82;0;5,955;0;0,998
1801631910;EERSSA;ESTACION;Rural;2G;2;0;0;COMERCIAL SIN DEMANDA BAJA TENSION;640;77,33;-1,83;-1,68;0;5,91;0;0,993
1801659341;EERSSA;ESTACION;Rural;3G;0;3;0;COMERCIAL SIN DEMANDA BAJA TENSION;935;112,91;3,35;4,87;0;6;0;0,998
1803416880;EERSSA;ESTACION;Urbana;3G4G;0;12;3;COMERCIAL SIN DEMANDA BAJA TENSION;1463;174,44;1,39;5,53;0;6;0;0,998
401532519;CNEL_GUAYAQUIL;ESTACION;Urbana;2G3G4G;3;6;3;COMERCIAL SIN DEMANDA BAJA TENSION;2563;300,25;1,5;16,21;0;5,955;0;0,998
1107997125;CNEL_MANABI;ESTACION;Urbana;3G4G;0;6;3;COMERCIAL SIN DEMANDA BAJA TENSION;1425,5;220,73;1,76;1,76;0;6;16,29;0,999
1108036535;CNEL_MANABI;ESTACION;Urbana;3G;0;2;0;COMERCIAL SIN DEMANDA BAJA TENSION;1101,5;159,24;1,76;1,76;0;6;6;1
410019299;CNEL_GUAYAQUIL;ESTACION;Urbana;3G4G;0;9;3;COMERCIAL SIN DEMANDA BAJA TENSION;1623,04;194,77;1,5;-5,66;0;6;0;0,998
410086487;CNEL_GUAYAQUIL;ESTACION;Sub-Urbana;3G4G;0;6;3;COMERCIAL SIN DEMANDA BAJA TENSION;1242;144,57;1,76;1,76;0;6;0;0,998
410092224;CNEL_GUAYAQUIL;ESTACION;Sub-Urbana;3G4G;0;9;3;COMERCIAL SIN DEMANDA BAJA TENSION;1279;147,58;1,76;1,76;0;6;0;0,998
1401851581;EEQ;ESTACION;Sub-Urbana;3G4G;0;6;6;COMERCIAL SIN DEMANDA BAJA TENSION;2238;299,08;1,76;1,76;0;6;41,415;0,998
706226120;CNEL_EL_ORO;ESTACION;Urbana;3G4G;0;12;3;COMERCIAL SIN DEMANDA BAJA TENSION;1041,5;155,82;1,76;1,76;0;6;33,51;1
706250948;CNEL_EL_ORO;ESTACION;Urbana;3G;0;6;0;COMERCIAL SIN DEMANDA BAJA TENSION;1051,5;160,78;1,76;1,76;0;6;33,49;1
410104493;CNEL_GUAYAQUIL;ESTACION;Sub-Urbana;3G4G;0;6;3;COMERCIAL SIN DEMANDA BAJA TENSION;1203;141,22;1,76;1,76;0;6;0;0,998
410106750;CNEL_GUAYAQUIL;ESTACION;Urbana;3G4G;0;6;3;COMERCIAL SIN DEMANDA BAJA TENSION;1120,5;134,07;1,76;1,76;0;6;0;0,998
410109066;CNEL_GUAYAQUIL;ESTACION;Sub-Urbana;3G4G;0;9;3;COMERCIAL SIN DEMANDA BAJA TENSION;1038;123,46;1,76;1,76;0;6;0;0,998
410108706;CNEL_GUAYAQUIL;ESTACION;Urbana;3G4G;0;6;3;COMERCIAL SIN DEMANDA BAJA TENSION;956;111,05;1,76;1,76;0;6;0;0,998
410108857;CNEL_GUAYAQUIL;ESTACION;Urbana;3G4G;0;6;3;COMERCIAL SIN DEMANDA BAJA TENSION;1056;120,92;1,76;1,76;0;6;0;0,998
410114000;CNEL_GUAYAQUIL;ESTACION;Urbana;3G4G;0;6;3;COMERCIAL SIN DEMANDA BAJA TENSION;987,5;113,64;1,76;1,76;0;6;0;0,998
410111636;CNEL_GUAYAQUIL;ESTACION;Urbana;3G4G;0;6;3;COMERCIAL SIN DEMANDA BAJA TENSION;1022;121,42;1,76;1,76;0;6;0;0,998
1001869031;CNEL_LOS_RIOS;ESTACION;Rural;3G4G;0;6;3;COMERCIAL SIN DEMANDA BAJA TENSION;1290;144,6;1,76;1,76;0;6;0;1
1001868256;CNEL_LOS_RIOS;ESTACION;Sub-Urbana;3G4G;0;6;3;COMERCIAL SIN DEMANDA BAJA TENSION;1185;142;1,76;1,76;0;6;9,315;1
1001868249;CNEL_LOS_RIOS;ESTACION;Sub-Urbana;3G4G;0;6;3;COMERCIAL SIN DEMANDA BAJA TENSION;1111;133,38;1,76;1,76;0;6;8,81;1
1108402943;CNEL_MANABI;ESTACION;RURAL;3G;0;3;0;COMERCIAL SIN DEMANDA BAJA TENSION;756;83,9;1,76;1,76;0;6;3;0,998
1108382491;CNEL_MANABI;ESTACION;Rural;3G;0;2;0;COMERCIAL SIN DEMANDA BAJA TENSION;462;60,43;1,76;1,76;0;6;6;0,998
1203614500;CNEL_MILAGRO;ESTACION;Urbana;3G4G;0;6;3;COMERCIAL SIN DEMANDA BAJA TENSION;995;129,84;1,76;1,76;0;6;12,01;1
1701951714;CNEL_STO_DOM;ESTACION;Rural;3G;0;3;0;COMERCIAL SIN DEMANDA BAJA TENSION;655;77,66;1,76;1,76;0;6;0;1
1701962471;CNEL_STO_DOM;ESTACION;Rural;3G;0;2;0;COMERCIAL SIN DEMANDA BAJA TENSION;740;88,05;1,76;1,76;0;6;0;1
