id_terraza,id_local,id_distrito_local,desc_distrito_local,id_barrio_local,desc_barrio_local,id_ndp_edificio,id_clase_ndp_edificio,id_vial_edificio,clase_vial_edificio,desc_vial_edificio,nom_edificio,num_edificio,Cod_Postal,coordenada_x_local,coordenada_y_local,id_tipo_acceso_local,desc_tipo_acceso_local,id_situacion_local,desc_situacion_local,secuencial_local_PC,Escalera,id_planta_agrupado,id_local_agrupado,coordenada_x_agrupacion,coordenada_y_agrupacion,rotulo,id_periodo_terraza,desc_periodo_terraza,id_situacion_terraza,desc_situacion_terraza,Superficie_ES,Superficie_RA,Fecha_confir_ult_decreto_resol,id_ndp_terraza,id_clase_ndp_terraza,ID_VIAL,DESC_CLASE,DESC_NOMBRE,nom_terraza,num_terraza,cal_terraza,desc_ubicacion_terraza,hora_ini_LJ_es,hora_fin_LJ_es,hora_ini_LJ_ra,hora_fin_LJ_ra,hora_ini_VS_es,hora_fin_VS_es,hora_ini_VS_ra,hora_fin_VS_ra,mesas_aux_es,mesas_aux_ra,mesas_es,mesas_ra,sillas_es,sillas_ra
6551,20001900,2,ARGANZUELA          ,204,LEGAZPI             ,31012000,1,31000402,CALLE                   ,ESTRELLA HADAR                                    ,NUM,1,28045,44235657,447171951,1,Puerta Calle,1,Abierto,20,,PB,03,,,TAO 369,1,Anual,1,Abierta,2808,2808,12/01/2018,31028909,1,88909688,CALLE                   ,MENDEZ ALVARO                                     ,NUM,74,  ,Acera,08:00:00 a. m.,01:30:00 a. m.,08:00:00 a. m.,01:00:00 a. m.,08:00:00 a. m.,01:30:00 a. m.,08:00:00 a. m.,01:00:00 a. m.,0,0,8,8,24, F
6554,270353162,6,TETUAN              ,602,CUATRO CAMINOS      ,11029769,1,332100,AVENIDA                 ,GENERAL PERON                                     ,NUM,4,28020,4407246,447820153,1,Puerta Calle,1,Abierto,40,,PB,01,,,CAFE MIES BAR,1,Anual,1,Abierta,2186,1254,18/01/2018,11029769,1,332100,AVENIDA                 ,GENERAL PERON                                     ,NUM,4,  ,Acera,10:00:00 a. m.,01:00:00 a. m.,10:00:00 a. m.,12:00:00 a. m.,10:00:00 a. m.,02:00:00 a. m.,10:00:00 a. m.,12:00:00 a. m.,0,0,15,8,50,  
6555,270165000,14,MORATALAZ           ,1403,MARROQUINA          ,11101547,1,489000,CALLE                   ,MARROQUINA                                        ,NUM,36,28030,44500956,447320547,1,Puerta Calle,1,Abierto,20,,PB,E,,,EL REFUGIO,1,Anual,1,Abierta,557,557,19/01/2018,11101547,1,489000,CALLE                   ,MARROQUINA                                        ,NUM,36,  ,Acera,10:00:00 a. m.,12:00:00 a. m.,10:00:00 a. m.,11:00:00 p. m.,10:00:00 a. m.,01:00:00 a. m.,10:00:00 a. m.,11:00:00 p. m.,0,0,11,11,36,  
6556,270139765,10,LATINA              ,1002,PUERTA DEL ANGEL    ,11060808,1,285200,PASEO                   ,EXTREMADURA                                       ,NUM,102,28011,43779561,447375455,1,Puerta Calle,1,Abierto,20,,PB,1B,,,VIP MARIA,1,Anual,1,Abierta,2494,2494,22/01/2018,11060808,1,285200,PASEO                   ,EXTREMADURA                                       ,NUM,102,  ,Acera,10:00:00 a. m.,01:30:00 a. m.,10:00:00 a. m.,01:00:00 a. m.,10:00:00 a. m.,01:30:00 a. m.,10:00:00 a. m.,01:00:00 a. m.,0,0,6,6,24,  
6557,285018306,10,LATINA              ,1002,PUERTA DEL ANGEL    ,11062598,1,417000,CALLE                   ,JUAN PASCUAL DE MENA                              ,NUM,7,28011,43725661,447324555,1,Puerta Calle,1,Abierto,10,,PB,DR,,,SIN DETERMINAR,1,Anual,1,Abierta,275,275,22/01/2018,11062598,1,417000,CALLE                   ,JUAN PASCUAL DE MENA                              ,NUM,7,  ,Otros,08:00:00 a. m.,01:30:00 a. m.,08:00:00 a. m.,01:00:00 a. m.,08:00:00 a. m.,01:30:00 a. m.,08:00:00 a. m.,01:00:00 a. m.,0,0,3,3,6,  
6558,280041655,10,LATINA              ,1002,PUERTA DEL ANGEL    ,11061377,1,43600,CALLE                   ,AMPELIDO                                          ,NUM,25,28011,4377346,447302655,1,Puerta Calle,1,Abierto,20,,PB,DR,,,RESTAURANTE PANGUAR,1,Anual,1,Abierta,109,109,22/01/2018,11061377,1,43600,CALLE                   ,AMPELIDO                                          ,NUM,25,  ,Otros,08:00:00 a. m.,01:30:00 a. m.,08:00:00 a. m.,01:00:00 a. m.,08:00:00 a. m.,01:30:00 a. m.,08:00:00 a. m.,01:00:00 a. m.,0,0,5,5,10,  
6559,270199332,10,LATINA              ,1007,LAS AGUILAS         ,11068544,1,624600,PLAZA                   ,RABASA                                            ,NUM,5,28044,43507761,446972756,1,Puerta Calle,1,Abierto,10,,01,10,,,BAR JULIO,1,Anual,1,Abierta,140,96,22/01/2018,11068544,1,624600,PLAZA                   ,RABASA                                            ,NUM,5,  ,Acera,08:00:00 a. m.,12:00:00 a. m.,08:00:00 a. m.,12:00:00 a. m.,08:00:00 a. m.,12:30:00 a. m.,08:00:00 a. m.,12:30:00 a. m.,0,0,24,14,96,  
6561,270414865,6,TETUAN              ,603,CASTILLEJOS         ,11030526,1,355700,CALLE                   ,HERMANO GARATE                                    ,NUM,8,28020,44099561,447898753,1,Puerta Calle,1,Abierto,30,,PB,2A,,,CAFETERIA MEDRANDA,2,Estacional,1,Abierta,2767,,23/01/2018,11030526,1,355700,CALLE                   ,HERMANO GARATE                                    ,NUM,8,  ,Superficie en parcela privada,08:00:00 a. m.,12:30:00 a. m.,,,08:00:00 a. m.,12:30:00 a. m.,,,0,,10,,35,  
6562,110003727,11,CARABANCHEL         ,1104,VISTA ALEGRE        ,11075309,1,156800,CALLE                   ,CASTROJERIZ                                       ,NUM,18,28025,4371916,447092654,1,Puerta Calle,1,Abierto,40,,PB,06,,,RESTAURANTES LA SUEGRA,2,Estacional,1,Abierta,711,,23/01/2018,11075309,1,156800,CALLE                   ,CASTROJERIZ                                       ,NUM,18,  ,Acera,10:00:00 a. m.,01:00:00 a. m.,,,10:00:00 a. m.,01:30:00 a. m.,,,0,,3,,8,  
6563,140000640,14,MORATALAZ           ,1403,MARROQUINA          ,11101549,1,489000,CALLE                   ,MARROQUINA                                        ,NUM,40,28030,44504556,447322447,1,Puerta Calle,1,Abierto,30,,PB,M,,,CERVECERIA VALHALLA,1,Anual,1,Abierta,9918,9918,24/01/2018,11101549,1,489000,CALLE                   ,MARROQUINA                                        ,NUM,40,  ,Acera,08:00:00 a. m.,12:00:00 a. m.,10:00:00 a. m.,11:00:00 p. m.,08:00:00 a. m.,01:00:00 a. m.,10:00:00 a. m.,11:00:00 p. m.,0,0,27,27,108,  
6564,285012341,7,CHAMBERI            ,705,RIOS ROSAS          ,11041666,1,674800,PLAZA                   ,SAN JUAN DE LA CRUZ                               ,NUM,3,28003,44115359,447693552,1,Puerta Calle,4,Cerrado,20,,PB,,,,BAR,1,Anual,1,Abierta,294,294,26/01/2018,11041666,1,674800,PLAZA                   ,SAN JUAN DE LA CRUZ                               ,NUM,3,  ,Plaza peatonal,10:00:00 a. m.,01:00:00 a. m.,10:00:00 a. m.,12:00:00 a. m.,10:00:00 a. m.,02:30:00 a. m.,10:00:00 a. m.,12:00:00 a. m.,0,0,15,12,30,  
6565,280037724,7,CHAMBERI            ,704,ALMAGRO             ,11041265,1,331100,PASEO                   ,GENERAL MARTINEZ CAMPOS                           ,NUM,26,28010,44111259,447626452,1,Puerta Calle,1,Abierto,10,,PB,A,,,MADDOCK,1,Anual,1,Abierta,1615,1615,26/01/2018,11041265,1,331100,PASEO                   ,GENERAL MARTINEZ CAMPOS                           ,NUM,26,  ,Acera,08:00:00 a. m.,01:30:00 a. m.,08:00:00 a. m.,01:00:00 a. m.,08:00:00 a. m.,01:30:00 a. m.,08:00:00 a. m.,01:00:00 a. m.,0,0,5,5,10,  
6566,270544062,7,CHAMBERI            ,703,TRAFALGAR           ,11039857,1,690900,CALLE                   ,SANDOVAL                                          ,NUM,25,28010,4401776,447574153,1,Puerta Calle,1,Abierto,10,,PB,02,,,CASAVEN INMOBILIARIA,2,Estacional,1,Abierta,962,,26/01/2018,20013662,1,661700,CALLE                   ,SAN BERNARDO                                      ,NUM,96,  ,Acera,08:00:00 a. m.,01:30:00 a. m.,,,08:00:00 a. m.,01:30:00 a. m.,,,0,,5,,14,  
6567,285006741,5,CHAMARTIN           ,502,PROSPERIDAD         ,11022458,1,141900,CALLE                   ,CARDENAL SILICEO                                  ,NUM,26,28002,44315658,44772395,1,Puerta Calle,1,Abierto,40,,PB,03,,,OLIVER,1,Anual,1,Abierta,1426,1426,29/01/2018,20009552,1,133300,CALLE                   ,CANILLAS                                          ,NUM,94,  ,Acera,08:00:00 a. m.,01:30:00 a. m.,08:00:00 a. m.,01:00:00 a. m.,08:00:00 a. m.,01:30:00 a. m.,08:00:00 a. m.,01:00:00 a. m.,0,0,6,6,16,  
6570,270548986,13,PUENTE DE VALLECAS  ,1306,NUMANCIA            ,11101069,1,18600,AVENIDA                 ,ALBUFERA                                          ,NUM,1,28038,44324657,447217149,1,Puerta Calle,4,Cerrado,10,,PB,02,,,LA CASA DE LA TORTILLA,1,Anual,1,Abierta,3582,3582,31/01/2018,11101069,1,18600,AVENIDA                 ,ALBUFERA                                          ,NUM,1,  ,Acera,10:00:00 a. m.,01:00:00 a. m.,10:00:00 a. m.,12:00:00 a. m.,10:00:00 a. m.,02:30:00 a. m.,10:00:00 a. m.,12:00:00 a. m.,0,0,16,16,40,  
6571,40002530,4,SALAMANCA           ,406,CASTELLANA          ,20009014,1,710300,CALLE                   ,SERRANO                                           ,NUM,118,28006,44179859,447640052,1,Puerta Calle,1,Abierto,10,,PB,,,,MESON CINCO JOTAS,1,Anual,1,Abierta,3655,3655,01/02/2018,11020103,1,331700,CALLE                   ,GENERAL ORAA                                      ,NUM,10,  ,Zona de estacionamiento,10:00:00 a. m.,12:00:00 a. m.,10:00:00 a. m.,12:00:00 a. m.,10:00:00 a. m.,12:00:00 a. m.,10:00:00 a. m.,12:00:00 a. m.,0,0,9,9,18,  
6572,70000210,7,CHAMBERI            ,703,TRAFALGAR           ,11040127,1,261400,CALLE                   ,ELOY GONZALO                                      ,NUM,20,28010,4404566,447616453,1,Puerta Calle,1,Abierto,20,,PB,,,,MI KACHO,2,Estacional,1,Abierta,1471,,01/02/2018,11040127,1,261400,CALLE                   ,ELOY GONZALO                                      ,NUM,20,  ,Acera,08:00:00 a. m.,01:30:00 a. m.,,,08:00:00 a. m.,01:30:00 a. m.,,,0,,7,,28,  
6573,280009243,1,CENTRO              ,103,CORTES              ,11003712,1,369000,CALLE                   ,HUERTAS                                           ,NUM,3,28012,44051559,447398553,1,Puerta Calle,1,Abierto,10,,PB,01,,,LATERAL,1,Anual,1,Abierta,389,389,07/02/2018,11003713,1,691700,PLAZA                   ,SANTA ANA                                         ,NUM,12,  ,Plaza con bandas permanentes de circulación rodada,10:00:00 a. m.,12:00:00 a. m.,10:00:00 a. m.,11:00:00 p. m.,10:00:00 a. m.,01:30:00 a. m.,10:00:00 a. m.,11:00:00 p. m.,1,1,18,18,50,  
6574,270556364,1,CENTRO              ,103,CORTES              ,11003721,1,691700,PLAZA                   ,SANTA ANA                                         ,NUM,7,28012,44056459,447399053,1,Puerta Calle,1,Abierto,20,,PB,02,,,SANTA CAÑA,1,Anual,1,Abierta,3888,3888,07/02/2018,11003721,1,691700,PLAZA                   ,SANTA ANA                                         ,NUM,7,  ,Plaza con bandas permanentes de circulación rodada,10:00:00 a. m.,12:00:00 a. m.,10:00:00 a. m.,11:00:00 p. m.,10:00:00 a. m.,01:30:00 a. m.,10:00:00 a. m.,11:00:00 p. m.,1,1,12,12,48,  
6575,270496343,1,CENTRO              ,103,CORTES              ,11003921,1,610200,CALLE                   ,PRINCIPE                                          ,NUM,27,28012,44059859,447401353,1,Puerta Calle,1,Abierto,10,,PB,02,,,VINOTECA,1,Anual,1,Abierta,3888,3888,07/02/2018,11003875,1,691700,PLAZA                   ,SANTA ANA                                         ,NUM,1,  ,Plaza con bandas permanentes de circulación rodada,10:00:00 a. m.,12:00:00 a. m.,10:00:00 a. m.,11:00:00 p. m.,10:00:00 a. m.,01:30:00 a. m.,10:00:00 a. m.,11:00:00 p. m.,0,0,12,12,48,  
6576,280009273,1,CENTRO              ,103,CORTES              ,11003871,1,691700,PLAZA                   ,SANTA ANA                                         ,NUM,5,28012,44057759,447405853,1,Puerta Calle,1,Abierto,20,,PB,02,,,IL PEZZO DI GUISEPPE,1,Anual,1,Abierta,3888,3888,07/02/2018,11003871,1,691700,PLAZA                   ,SANTA ANA                                         ,NUM,5,  ,Plaza peatonal,10:00:00 a. m.,12:00:00 a. m.,10:00:00 a. m.,11:00:00 p. m.,10:00:00 a. m.,01:30:00 a. m.,10:00:00 a. m.,11:00:00 p. m.,0,0,16,16,48,  
6577,270165007,14,MORATALAZ           ,1403,MARROQUINA          ,11101548,1,489000,CALLE                   ,MARROQUINA                                        ,NUM,38,28030,44503356,447321847,1,Puerta Calle,1,Abierto,40,,PB,K1,,,CERVECERÍA INTERNACIONAL NORWICH,1,Anual,1,Abierta,3235,3235,07/02/2018,11101548,1,489000,CALLE                   ,MARROQUINA                                        ,NUM,38,  ,Calle peatonal,08:00:00 a. m.,12:00:00 a. m.,08:00:00 a. m.,11:00:00 p. m.,08:00:00 a. m.,01:00:00 a. m.,08:00:00 a. m.,11:00:00 p. m.,0,0,12,12,27,  
6578,160001380,16,HORTALEZA           ,1603,CANILLAS            ,11117241,1,754350,CALLE                   ,TRIBALDOS                                         ,NUM,62,28043,44575559,447986848,1,Puerta Calle,1,Abierto,20,,PB,31,,,LA CAÑITA,2,Estacional,1,Abierta,1872,1872,07/02/2018,11117241,1,754350,CALLE                   ,TRIBALDOS                                         ,NUM,62,  ,Acera,10:00:00 a. m.,01:00:00 a. m.,08:00:00 a. m.,01:00:00 a. m.,10:00:00 a. m.,02:30:00 a. m.,08:00:00 a. m.,01:00:00 a. m.,0,,8,,24,  
6579,280056055,11,CARABANCHEL         ,1106,BUENAVISTA          ,31013025,1,31000175,AVENIDA                 ,PESETA                                            ,NUM,38,28054,43541859,446825056,1,Puerta Calle,1,Abierto,10,,PB,L5,,,100 MONTADITOS,2,Estacional,1,Abierta,3888,,08/02/2018,31013025,1,31000175,AVENIDA                 ,PESETA                                            ,NUM,38, B,Acera,10:00:00 a. m.,01:00:00 a. m.,,,10:00:00 a. m.,01:30:00 a. m.,,,0,,12,,48, B
6583,270143490,10,LATINA              ,1004,ALUCHE              ,11065705,1,711200,CALLE                   ,SESEÑA                                            ,NUM,93,28024,43482263,447186857,1,Puerta Calle,1,Abierto,20,,PB,B1,,,TELEPIZZA,1,Anual,1,Abierta,323,323,13/02/2018,11065705,1,711200,CALLE                   ,SESEÑA                                            ,NUM,93,  ,Otros,08:00:00 a. m.,01:30:00 a. m.,08:00:00 a. m.,01:00:00 a. m.,08:00:00 a. m.,01:30:00 a. m.,08:00:00 a. m.,01:00:00 a. m.,0,0,10,10,40,  
6584,290000167,2,ARGANZUELA          ,202,ACACIAS             ,20108149,1,547300,PASEO                   ,OLMOS                                             ,NUM,13,28005,43969859,447290653,1,Puerta Calle,1,Abierto,20,C,01,B,,,EL PERENQUÉN,1,Anual,1,Abierta,3564,3564,13/02/2018,20108149,1,547300,PASEO                   ,OLMOS                                             ,NUM,13, A,Acera,08:00:00 a. m.,01:30:00 a. m.,08:00:00 a. m.,01:00:00 a. m.,08:00:00 a. m.,01:30:00 a. m.,08:00:00 a. m.,01:00:00 a. m.,0,0,7,7,26, A
6586,270062957,3,RETIRO              ,304,IBIZA               ,11012392,1,370400,CALLE                   ,IBIZA                                             ,NUM,16,28009,44259458,447438751,1,Puerta Calle,1,Abierto,10,,PB,LIZ,,,LARDIES,1,Anual,1,Abierta,5547,5547,14/02/2018,11012392,1,370400,CALLE                   ,IBIZA                                             ,NUM,16,  ,Bulevar,08:00:00 a. m.,01:30:00 a. m.,08:00:00 a. m.,01:00:00 a. m.,08:00:00 a. m.,01:30:00 a. m.,08:00:00 a. m.,01:00:00 a. m.,0,0,18,18,52,  
6588,290000587,8,FUENCARRAL-EL PARDO ,808,EL GOLOSO           ,31019714,1,31000136,AVENIDA                 ,MONASTERIO DE EL ESCORIAL                         ,NUM,24,28049,44009264,448397656,1,Puerta Calle,1,Abierto,10,,PB,03,,,PEREGRINO,1,Anual,1,Abierta,1614,1614,19/02/2018,31019714,1,31000136,AVENIDA                 ,MONASTERIO DE EL ESCORIAL                         ,NUM,24, C,Acera,10:00:00 a. m.,01:00:00 a. m.,10:00:00 a. m.,12:00:00 a. m.,10:00:00 a. m.,02:30:00 a. m.,10:00:00 a. m.,12:00:00 a. m.,0,0,8,8,16, C
6589,270233698,5,CHAMARTIN           ,504,HISPANOAMERICA      ,11025214,1,636900,PLAZA                   ,REPUBLICA DOMINICANA                              ,NUM,8,28016,4426436,447883051,1,Puerta Calle,1,Abierto,20,,PB,C,,,HAAGEN-DAZS,2,Estacional,1,Abierta,2162,,19/02/2018,11025214,1,636900,PLAZA                   ,REPUBLICA DOMINICANA                              ,NUM,8,  ,Acera,08:00:00 a. m.,01:30:00 a. m.,,,08:00:00 a. m.,01:30:00 a. m.,,,0,,6,,24,  
6590,50000792,5,CHAMARTIN           ,502,PROSPERIDAD         ,11027478,1,556150,CALLE                   ,PADRE CLARET                                      ,NUM,1,28002,44357158,44772735,1,Puerta Calle,1,Abierto,10,,PB,,,,OTTICA,1,Anual,1,Abierta,9943,9943,19/02/2018,11027478,1,556150,CALLE                   ,PADRE CLARET                                      ,NUM,1,  ,Superficie en parcela privada,08:00:00 a. m.,01:30:00 a. m.,08:00:00 a. m.,01:00:00 a. m.,08:00:00 a. m.,01:30:00 a. m.,08:00:00 a. m.,01:00:00 a. m.,0,0,25,25,77,  
6591,270091118,5,CHAMARTIN           ,503,CIUDAD JARDIN       ,11024229,1,606400,CALLE                   ,PRADILLO                                          ,NUM,19,28002,44284259,447778351,1,Puerta Calle,1,Abierto,20,,PB,E,,,BAR  YOLA,1,Anual,1,Abierta,705,705,19/02/2018,11024229,1,606400,CALLE                   ,PRADILLO                                          ,NUM,19,  ,Acera,10:00:00 a. m.,01:00:00 a. m.,10:00:00 a. m.,12:00:00 a. m.,10:00:00 a. m.,02:30:00 a. m.,10:00:00 a. m.,12:00:00 a. m.,0,0,3,3,6,  
6592,270360552,6,TETUAN              ,606,BERRUGUETE          ,11038013,1,114600,CALLE                   ,BRAVO MURILLO                                     ,NUM,225,28020,44047661,447871554,1,Puerta Calle,1,Abierto,10,,PB,CDR,,,MELIANA HELADERÍA,1,Anual,1,Abierta,1311,1311,19/02/2018,11038013,1,114600,CALLE                   ,BRAVO MURILLO                                     ,NUM,225,  ,Acera,08:00:00 a. m.,01:30:00 a. m.,08:00:00 a. m.,01:00:00 a. m.,08:00:00 a. m.,01:30:00 a. m.,08:00:00 a. m.,01:00:00 a. m.,0,0,6,6,12,  
6595,270167319,15,CIUDAD LINEAL       ,1501,VENTAS              ,11103854,1,484400,AVENIDA                 ,MARQUES DE CORBERA                                ,NUM,56,28017,44480757,447528648,1,Puerta Calle,1,Abierto,10,,PB,03,,,BAR PALOMA II CERVECERIA,2,Estacional,1,Abierta,1908,,20/02/2018,11103854,1,484400,AVENIDA                 ,MARQUES DE CORBERA                                ,NUM,56,  ,Acera,08:00:00 a. m.,01:30:00 a. m.,,,08:00:00 a. m.,01:30:00 a. m.,,,0,,7,,24,  
6596,150000385,15,CIUDAD LINEAL       ,1503,QUINTANA            ,11108852,1,88909488,CALLE                   ,ALCALA                                            ,NUM,375,28027,44539157,447627347,1,Puerta Calle,1,Abierto,10,,PB,01,,,LAZIKA FAST FOST,2,Estacional,1,Abierta,432,,20/02/2018,11108852,1,88909488,CALLE                   ,ALCALA                                            ,NUM,375,  ,Acera,08:00:00 a. m.,01:30:00 a. m.,,,08:00:00 a. m.,01:30:00 a. m.,,,0,,3,,6,  
6597,270169977,15,CIUDAD LINEAL       ,1502,PUEBLO NUEVO        ,11106717,1,285400,CALLE                   ,EZEQUIEL SOLANA                                   ,NUM,110,28017,44554257,447531747,1,Puerta Calle,1,Abierto,20,,PB,B,,,BAR RINCON ANDALUZ,1,Anual,1,Abierta,2214,2214,20/02/2018,11106717,1,285400,CALLE                   ,EZEQUIEL SOLANA                                   ,NUM,110,  ,Zona de estacionamiento,10:00:00 a. m.,01:00:00 a. m.,10:00:00 a. m.,12:00:00 a. m.,10:00:00 a. m.,01:30:00 a. m.,10:00:00 a. m.,12:00:00 a. m.,0,0,4,4,8,  
6598,270269536,2,ARGANZUELA          ,201,IMPERIAL            ,11008161,1,500700,PASEO                   ,MELANCOLICOS                                      ,NUM,49,28005,4388846,447288954,1,Puerta Calle,1,Abierto,10,,PB,,,,LA BODEGUILLA,1,Anual,1,Abierta,897,897,21/02/2018,11008161,1,500700,PASEO                   ,MELANCOLICOS                                      ,NUM,49,  ,Acera,10:00:00 a. m.,12:00:00 a. m.,10:00:00 a. m.,12:00:00 a. m.,10:00:00 a. m.,02:30:00 a. m.,10:00:00 a. m.,12:00:00 a. m.,0,0,4,3,12,  
6599,270523451,1,CENTRO              ,106,SOL                 ,11007594,1,111100,CALLE                   ,BOLSA                                             ,NUM,10,28012,44019359,447406153,1,Puerta Calle,1,Abierto,10,01,PB,02,,,TAPERIA,1,Anual,1,Abierta,135,135,22/02/2018,11007594,1,111100,CALLE                   ,BOLSA                                             ,NUM,10,  ,Acera,09:00:00 a. m.,11:30:00 p. m.,09:00:00 a. m.,11:00:00 p. m.,09:00:00 a. m.,01:00:00 a. m.,09:00:00 a. m.,11:00:00 p. m.,0,0,5,5,17,  
6600,20000144,2,ARGANZUELA          ,205,DELICIAS            ,11009575,1,234700,PASEO                   ,DELICIAS                                          ,NUM,65,28045,44110458,447222252,1,Puerta Calle,1,Abierto,40,,PB,002,,,DOMINOS PIZZA,1,Anual,1,Abierta,122,122,26/02/2018,11009575,1,234700,PASEO                   ,DELICIAS                                          ,NUM,65, A,Acera,08:00:00 a. m.,01:30:00 a. m.,08:00:00 a. m.,01:00:00 a. m.,08:00:00 a. m.,01:30:00 a. m.,08:00:00 a. m.,01:00:00 a. m.,0,0,3,3,12, A
6601,50001119,5,CHAMARTIN           ,504,HISPANOAMERICA      ,20089487,1,769450,PLAZA                   ,VALPARAISO                                        ,NUM,3,28016,44227959,447851752,1,Puerta Calle,1,Abierto,20,,PB,,,,GURI (COCINA VASCA),1,Anual,1,Abierta,4997,4997,28/02/2018,20089487,1,769450,PLAZA                   ,VALPARAISO                                        ,NUM,3,  ,Plaza peatonal,10:00:00 a. m.,01:00:00 a. m.,10:00:00 a. m.,12:00:00 a. m.,10:00:00 a. m.,02:30:00 a. m.,10:00:00 a. m.,12:00:00 a. m.,0,0,9,9,32,  
6602,270475734,20,SAN BLAS-CANILLEJAS ,2005,ROSAS               ,20120655,1,2442,CALLE                   ,SUECIA                                            ,NUM,102,28022,44860356,447611642,1,Puerta Calle,1,Abierto,20,,PB,L2,,,BARPOLITANO,1,Anual,1,Abierta,3855,191,28/02/2018,20120655,1,2442,CALLE                   ,SUECIA                                            ,NUM,102, B,Acera,08:00:00 a. m.,01:30:00 a. m.,08:00:00 a. m.,01:00:00 a. m.,08:00:00 a. m.,01:30:00 a. m.,08:00:00 a. m.,01:00:00 a. m.,1,1,14,7,41, B
6603,285042823,20,SAN BLAS-CANILLEJAS ,2005,ROSAS               ,20183961,1,2539,AVENIDA                 ,NIZA                                              ,NUM,40,28022,44853356,447613142,1,Puerta Calle,1,Abierto,10,,PB,C4,,,VOLAPIÉ,1,Anual,1,Abierta,329,6496,28/02/2018,20097006,1,2436,PLAZA                   ,GRECIA                                            ,NUM,2,  ,Acera,08:00:00 a. m.,01:30:00 a. m.,08:00:00 a. m.,01:00:00 a. m.,08:00:00 a. m.,01:30:00 a. m.,08:00:00 a. m.,01:00:00 a. m.,0,0,18,20,37,  
6604,270541714,3,RETIRO              ,304,IBIZA               ,11012517,1,502300,AVENIDA                 ,MENENDEZ PELAYO                                   ,NUM,13,28009,44236858,447464351,1,Puerta Calle,1,Abierto,10,,PB,06,,,ARZABAL,1,Anual,1,Abierta,275,275,01/03/2018,11012517,1,502300,AVENIDA                 ,MENENDEZ PELAYO                                   ,NUM,13,  ,Acera,08:00:00 a. m.,01:30:00 a. m.,08:00:00 a. m.,01:00:00 a. m.,08:00:00 a. m.,01:30:00 a. m.,08:00:00 a. m.,01:00:00 a. m.,0,0,16,16,36,  
6605,270074115,4,SALAMANCA           ,402,GOYA                ,11015523,1,290200,AVENIDA                 ,FELIPE II                                         ,NUM,17,28009,44292158,44750435,1,Puerta Calle,1,Abierto,20,,PB,A,,,RICOS TACOS,1,Anual,1,Abierta,3744,3744,01/03/2018,11015523,1,290200,AVENIDA                 ,FELIPE II                                         ,NUM,17,  ,Plaza peatonal,08:00:00 a. m.,01:30:00 a. m.,08:00:00 a. m.,01:00:00 a. m.,08:00:00 a. m.,01:30:00 a. m.,08:00:00 a. m.,01:00:00 a. m.,0,0,11,11,44,  
6606,270022046,21,BARAJAS             ,2101,ALAMEDA DE OSUNA    ,31033404,1,134000,AVENIDA                 ,CANTABRIA                                         ,NUM,36,28042,45029157,44785974,1,Puerta Calle,1,Abierto,20,,PB,05,,,BAR LA TASKITA DE OSUNA,1,Anual,1,Abierta,2262,2262,02/03/2018,31033404,1,134000,AVENIDA                 ,CANTABRIA                                         ,NUM,36,  ,Acera,08:00:00 a. m.,01:30:00 a. m.,08:00:00 a. m.,01:00:00 a. m.,08:00:00 a. m.,01:30:00 a. m.,08:00:00 a. m.,01:00:00 a. m.,0,0,6,6,24,  
6607,270399675,20,SAN BLAS-CANILLEJAS ,2001,SIMANCAS            ,11133744,1,696300,CALLE                   ,SANTA LEONOR                                      ,NUM,13,28037,44640457,447660646,1,Puerta Calle,1,Abierto,10,,PB,,,,BAR RESTAURANTE CON TIENDA DE CONVENIENCIA,2,Estacional,1,Abierta,78,,05/03/2018,20052966,1,88909488,CALLE                   ,ALCALA                                            ,NUM,474,  ,Acera,08:00:00 a. m.,01:30:00 a. m.,,,08:00:00 a. m.,01:30:00 a. m.,,,0,0,3,0,8,  
6608,270188552,20,SAN BLAS-CANILLEJAS ,2007,CANILLEJAS          ,11137662,1,443800,CALLE                   ,LUCANO                                            ,NUM,17,28022,44821756,447673543,1,Puerta Calle,1,Abierto,10,,PB,01,,,BAR MONTENEGRO / BAR ELIN Y ARI,1,Anual,1,Abierta,3474,3474,05/03/2018,11137662,1,443800,CALLE                   ,LUCANO                                            ,NUM,17,  ,Acera,08:00:00 a. m.,01:30:00 a. m.,08:00:00 a. m.,01:00:00 a. m.,08:00:00 a. m.,01:30:00 a. m.,08:00:00 a. m.,01:00:00 a. m.,0,0,11,11,43,  
6609,200001578,20,SAN BLAS-CANILLEJAS ,2004,ARCOS               ,31005021,1,88909319,CALLE                   ,AQUITANIA                                         ,NUM,25,28032,44759655,447445343,1,Puerta Calle,1,Abierto,10,,PB,04,,,PIZZAHUT,2,Estacional,1,Abierta,18,,05/03/2018,31005021,1,88909319,CALLE                   ,AQUITANIA                                         ,NUM,25, B,Acera,10:00:00 a. m.,12:00:00 a. m.,,,10:00:00 a. m.,12:00:00 a. m.,,,0,0,8,0,32, B
