prov_insc,cant_insc,parr_insc,anio_insc,mes_insc,mes_reg,dia_insc,fecha_insc,hijos_rec,mcap_bie,nac_1,cod_pais1,sexo_1,anio_nac1,mes_nac1,dia_nac1,fecha_nac1,edad_1,nmatant1,est_civi1,p_etnica1,niv_inst1,sabe_leer1,prov_hab1,cant_hab1,parr_hab1,area_1,nac_2,cod_pais2,sexo_2,anio_nac2,mes_nac2,dia_nac2,fecha_nac2,edad_2,nmatant2,est_civi2,p_etnica2,niv_inst2,sabe_leer2,prov_hab2,cant_hab2,parr_hab2,area_2
17,1701,170160,2020,7,julio,17,7/17/2020,99,9,1,218,1,1958,10,30,10/30/1958,62,99,9,9,6,9,7,702,70250,1,1,218,2,1985,2,22,2/22/1985,36,99,9,9,4,9,11,1110,111050,1
17,1701,170160,2020,7,julio,17,7/17/2020,99,9,1,218,1,1958,10,30,10/30/1958,62,99,9,9,6,9,7,702,70250,1,1,218,2,1985,2,22,2/22/1985,36,99,9,9,4,9,11,1110,111050,1
9,901,90103,2020,12,diciembre,14,12/14/2020,99,9,1,218,1,1952,12,6,12/06/1952,68,99,9,9,99,9,9,910,91050,1,1,218,2,1960,1,18,1/18/1960,61,99,9,9,4,9,12,1201,120104,1
9,901,90103,2020,12,diciembre,14,12/14/2020,99,9,1,218,1,1952,12,6,12/06/1952,68,99,9,9,99,9,9,910,91050,1,1,218,2,1960,1,18,1/18/1960,61,99,9,9,4,9,12,1201,120104,1
9,901,90112,2020,12,diciembre,3,12/03/2020,99,9,1,218,1,1976,8,16,8/16/1976,44,99,9,9,4,9,12,1208,120851,2,1,218,2,1980,8,17,8/17/1980,40,99,9,9,4,9,12,1208,120850,1
9,914,91450,2020,12,diciembre,14,12/14/2020,99,9,1,218,1,1982,2,14,2/14/1982,39,99,9,9,6,9,23,2301,230104,1,1,218,2,1985,11,28,11/28/1985,35,99,9,9,4,9,12,1210,121001,1
9,901,90110,2020,12,diciembre,19,12/19/2020,99,9,1,218,1,1972,11,21,11/21/1972,48,99,9,9,8,9,12,1201,120101,1,1,218,2,1987,1,14,1/14/1987,34,99,9,9,8,9,12,1201,120101,1
9,901,90110,2020,12,diciembre,19,12/19/2020,99,9,1,218,1,1972,11,21,11/21/1972,48,99,9,9,8,9,12,1201,120101,1,1,218,2,1987,1,14,1/14/1987,34,99,9,9,8,9,12,1201,120101,1
9,901,90110,2020,3,marzo,6,03/06/2020,99,9,1,218,1,1993,2,14,2/14/1993,28,99,9,9,8,9,9,901,90104,1,1,218,2,1994,11,2,11/02/1994,26,99,9,9,8,9,12,1201,120102,1
9,901,90110,2020,3,marzo,6,03/06/2020,99,9,1,218,1,1993,2,14,2/14/1993,28,99,9,9,8,9,9,901,90104,1,1,218,2,1994,11,2,11/02/1994,26,99,9,9,8,9,12,1201,120102,1
9,907,90701,2020,11,noviembre,19,11/19/2020,99,9,1,218,1,1985,11,19,11/19/1985,35,99,9,9,8,9,12,1208,120850,1,1,218,2,1996,4,30,4/30/1996,24,99,9,9,8,9,12,1208,120850,1
9,907,90701,2020,11,noviembre,19,11/19/2020,99,9,1,218,1,1985,11,19,11/19/1985,35,99,9,9,8,9,12,1208,120850,1,1,218,2,1996,4,30,4/30/1996,24,99,9,9,8,9,12,1208,120850,1
9,907,90701,2020,11,noviembre,19,11/19/2020,99,9,1,218,1,1985,11,19,11/19/1985,35,99,9,9,8,9,12,1208,120850,1,1,218,2,1996,4,30,4/30/1996,24,99,9,9,8,9,12,1208,120850,1
9,910,91050,2020,11,noviembre,6,11/06/2020,99,9,1,218,1,1986,11,16,11/16/1986,34,99,9,9,6,9,9,920,92055,2,1,218,2,1999,11,4,11/04/1999,21,99,9,9,4,9,12,1209,120950,1
9,910,91050,2020,11,noviembre,6,11/06/2020,99,9,1,218,1,1986,11,16,11/16/1986,34,99,9,9,6,9,9,920,92055,2,1,218,2,1999,11,4,11/04/1999,21,99,9,9,4,9,12,1209,120950,1
9,914,91450,2020,11,noviembre,27,11/27/2020,99,9,1,218,1,2001,1,7,01/07/2001,20,99,9,9,4,9,9,911,91150,1,1,218,2,2002,7,2,07/02/2002,18,99,9,9,6,9,12,1204,120450,1
9,901,90112,2020,1,enero,30,1/30/2020,99,9,2,124,1,1966,6,12,06/12/1966,54,99,9,9,6,9,13,1307,130750,1,2,999,2,9999,99,99, ,999,99,9,9,99,9,13,1307,130750,1
9,901,90112,2020,12,diciembre,16,12/16/2020,99,9,1,218,1,1982,10,5,10/05/1982,38,99,9,9,8,9,13,1316,131650,1,2,999,2,9999,99,99, ,999,99,9,9,99,9,13,1316,131650,1
9,901,90110,2020,2,febrero,18,2/18/2020,99,9,1,218,1,1968,6,7,06/07/1968,52,99,9,9,6,9,13,1301,130102,1,2,170,2,9999,99,99, ,999,99,9,9,99,9,13,1301,130102,1
17,1701,170110,2020,2,febrero,14,2/14/2020,99,9,1,218,1,1968,10,19,10/19/1968,52,99,9,9,4,9,17,1701,170106,1,1,218,2,1981,8,13,8/13/1981,39,99,9,9,8,9,13,1311,131150,1
17,1701,170126,2020,12,diciembre,29,12/29/2020,99,9,1,218,1,1978,1,5,01/05/1978,43,99,9,9,8,9,17,1701,170121,1,1,218,2,1985,12,2,12/02/1985,35,99,9,9,6,9,13,1303,130302,1
17,1701,170126,2020,12,diciembre,29,12/29/2020,99,9,1,218,1,1978,1,5,01/05/1978,43,99,9,9,8,9,17,1701,170121,1,1,218,2,1985,12,2,12/02/1985,35,99,9,9,6,9,13,1303,130302,1
9,901,90110,2020,11,noviembre,27,11/27/2020,99,9,1,218,1,1994,10,20,10/20/1994,26,99,9,9,6,9,9,901,90112,1,1,218,2,1996,5,1,05/01/1996,24,99,9,9,8,9,13,1315,131550,1
9,901,90110,2020,11,noviembre,27,11/27/2020,99,9,1,218,1,1994,10,20,10/20/1994,26,99,9,9,6,9,9,901,90112,1,1,218,2,1996,5,1,05/01/1996,24,99,9,9,8,9,13,1315,131550,1
9,901,90112,2020,11,noviembre,24,11/24/2020,99,9,1,218,1,1998,5,16,5/16/1998,22,99,9,9,8,9,9,907,90701,1,1,218,2,1997,11,8,11/08/1997,23,99,9,9,6,9,13,1304,130401,1
17,1701,170112,2020,7,julio,16,7/16/2020,99,9,1,218,1,1974,6,13,6/13/1974,46,99,9,9,8,9,17,1701,170150,1,2,999,2,9999,99,99, ,999,99,9,9,99,9,17,1701,170150,1
17,1701,170112,2020,3,marzo,5,03/05/2020,99,9,1,218,1,1966,12,3,12/03/1966,54,99,9,9,8,9,17,1701,170116,1,2,192,2,9999,99,99, ,999,99,9,9,99,9,17,1701,170116,1
17,1701,170126,2020,1,enero,13,1/13/2020,99,9,1,218,1,1966,12,22,12/22/1966,54,99,9,9,8,9,17,1701,170102,1,2,192,2,9999,99,99, ,999,99,9,9,99,9,17,1701,170102,1
17,1701,170112,2020,8,agosto,14,8/14/2020,99,9,1,218,1,1981,3,7,03/07/1981,40,99,9,9,8,9,17,1701,170106,1,2,999,2,9999,99,99, ,999,99,9,9,99,9,17,1701,170106,1
9,901,90112,2020,12,diciembre,15,12/15/2020,99,9,2,862,1,1987,8,31,8/31/1987,33,99,9,9,8,9,17,1701,170112,1,2,999,2,9999,99,99, ,999,99,9,9,99,9,17,1701,170112,1
17,1701,170112,2020,7,julio,15,7/15/2020,99,9,1,218,1,1976,3,7,03/07/1976,45,99,9,9,6,9,17,1701,170117,1,2,192,2,9999,99,99, ,999,99,9,9,99,9,17,1701,170117,1
17,1701,170112,2020,2,febrero,14,2/14/2020,99,9,1,218,1,1970,2,9,02/09/1970,51,99,9,9,8,9,17,1701,170123,1,2,192,2,9999,99,99, ,999,99,9,9,99,9,17,1701,170123,1
17,1701,170112,2020,10,octubre,23,10/23/2020,99,9,1,218,1,1993,4,27,4/27/1993,27,99,9,9,4,9,17,1701,170150,1,2,620,2,9999,99,99, ,999,99,9,9,99,9,17,1701,170150,1
9,901,90112,2020,11,noviembre,27,11/27/2020,99,9,1,218,1,1982,1,1,01/01/1982,39,99,9,9,8,9,17,1701,170150,1,2,999,2,9999,99,99, ,999,99,9,9,99,9,17,1701,170150,1
17,1701,170112,2020,2,febrero,21,2/21/2020,99,9,2,862,1,1986,10,21,10/21/1986,34,99,9,9,2,9,17,1701,170150,1,2,862,2,9999,99,99, ,999,99,9,9,99,9,17,1701,170150,1
17,1701,170112,2020,1,enero,23,1/23/2020,99,9,1,218,1,1988,10,14,10/14/1988,32,99,9,9,8,9,17,1701,170150,1,2,724,2,9999,99,99, ,999,99,9,9,99,9,17,1701,170150,1
9,901,90110,2020,10,octubre,27,10/27/2020,99,9,1,218,1,1998,10,24,10/24/1998,22,99,9,9,4,9,17,1701,170108,1,2,152,2,9999,99,99, ,999,99,9,9,99,9,17,1701,170108,1
17,1701,170112,2020,3,marzo,12,03/12/2020,99,9,1,218,1,1987,1,1,01/01/1987,34,99,9,9,8,9,17,1701,170112,1,2,724,2,9999,99,99, ,999,99,9,9,99,9,17,1701,170112,1
17,1701,170112,2020,3,marzo,10,03/10/2020,99,9,1,218,1,1990,6,22,6/22/1990,30,99,9,9,8,9,17,1701,170150,1,2,643,2,9999,99,99, ,999,99,9,9,99,9,17,1701,170150,1
17,1701,170126,2020,1,enero,8,01/08/2020,99,9,1,218,1,1957,6,24,6/24/1957,63,99,9,9,4,9,17,1701,170117,1,2,192,2,9999,99,99, ,999,99,9,9,99,9,17,1701,170117,1
9,901,90112,2020,12,diciembre,22,12/22/2020,99,9,1,218,1,1987,9,21,9/21/1987,33,99,9,9,6,9,17,1701,170126,1,2,999,2,9999,99,99, ,999,99,9,9,99,9,17,1701,170126,1
17,1701,170112,2020,11,noviembre,9,11/09/2020,99,9,1,218,1,1987,3,22,3/22/1987,34,99,9,9,8,9,17,1701,170150,1,2,840,2,9999,99,99, ,999,99,9,9,99,9,17,1701,170150,1
17,1701,170155,2020,2,febrero,10,02/10/2020,99,9,1,218,1,1947,1,21,1/21/1947,74,99,9,9,4,9,23,2301,230103,1,1,218,2,1951,6,16,6/16/1951,69,99,9,9,4,9,17,1701,170108,1
17,1701,170155,2020,2,febrero,10,02/10/2020,99,9,1,218,1,1947,1,21,1/21/1947,74,99,9,9,4,9,23,2301,230103,1,1,218,2,1951,6,16,6/16/1951,69,99,9,9,4,9,17,1701,170108,1
17,1701,170184,2020,2,febrero,4,02/04/2020,99,9,1,218,1,1955,10,7,10/07/1955,65,99,9,9,8,9,17,1701,170184,2,2,170,2,1957,6,1,06/01/1957,63,99,9,9,6,9,17,1701,170150,1
17,1701,170184,2020,2,febrero,4,02/04/2020,99,9,1,218,1,1955,10,7,10/07/1955,65,99,9,9,8,9,17,1701,170184,2,2,170,2,1957,6,1,06/01/1957,63,99,9,9,6,9,17,1701,170150,1
17,1701,170110,2020,2,febrero,14,2/14/2020,99,9,1,218,1,1957,10,14,10/14/1957,63,99,9,9,4,9,17,1701,170121,1,1,218,2,1959,10,21,10/21/1959,61,99,3,9,4,9,17,1701,170121,1
17,1701,170112,2020,3,marzo,3,03/03/2020,99,9,2,724,1,1961,1,25,1/25/1961,60,99,9,9,6,9,17,1701,170129,1,1,218,2,1959,8,17,8/17/1959,61,99,9,9,8,9,17,1701,170129,1
17,1701,170112,2020,2,febrero,5,02/05/2020,99,9,1,218,1,1959,1,5,01/05/1959,62,99,9,9,8,9,17,1701,170150,1,1,218,2,1961,10,26,10/26/1961,59,99,9,9,8,9,17,1701,170104,1
17,1701,170112,2020,1,enero,23,1/23/2020,99,9,1,218,1,1968,10,2,10/02/1968,52,99,9,9,6,9,17,1701,170102,1,1,218,2,1967,12,25,12/25/1967,53,99,9,9,6,9,17,1701,170121,1
17,1701,170126,2020,8,agosto,12,08/12/2020,99,9,1,218,1,1959,8,10,08/10/1959,61,99,9,9,6,9,17,1701,170125,1,1,218,2,1968,7,30,7/30/1968,52,99,9,9,6,9,17,1701,170125,1
17,1701,170112,2020,11,noviembre,23,11/23/2020,99,9,1,218,1,1963,1,28,1/28/1963,58,99,9,9,6,9,17,1701,170150,1,1,218,2,1968,12,27,12/27/1968,52,99,9,9,8,9,17,1701,170101,1
17,1701,170126,2020,8,agosto,12,08/12/2020,99,9,1,218,1,1959,8,10,08/10/1959,61,99,9,9,6,9,17,1701,170125,1,1,218,2,1968,7,30,7/30/1968,52,99,9,9,6,9,17,1701,170125,1
17,1701,170112,2020,11,noviembre,23,11/23/2020,99,9,1,218,1,1963,1,28,1/28/1963,58,99,9,9,6,9,17,1701,170150,1,1,218,2,1968,12,27,12/27/1968,52,99,9,9,8,9,17,1701,170101,1
17,1701,170126,2020,2,febrero,14,2/14/2020,99,9,1,218,1,1966,7,8,07/08/1966,54,99,9,9,6,9,17,1701,170126,1,1,218,2,1971,12,26,12/26/1971,49,99,9,9,6,9,17,1701,170126,1
17,1707,170750,2020,2,febrero,13,2/13/2020,99,9,1,218,1,1968,3,24,3/24/1968,53,99,9,9,8,9,17,1707,170750,1,1,218,2,1972,1,5,01/05/1972,49,99,9,9,4,9,17,1707,170750,1
17,1707,170750,2020,2,febrero,13,2/13/2020,99,9,1,218,1,1968,3,24,3/24/1968,53,99,9,9,8,9,17,1707,170750,1,1,218,2,1972,1,5,01/05/1972,49,99,9,9,4,9,17,1707,170750,1
17,1701,170126,2020,10,octubre,23,10/23/2020,99,9,1,218,1,1973,10,22,10/22/1973,47,99,9,9,4,9,17,1701,170108,1,1,218,2,1972,6,1,06/01/1972,48,99,9,9,6,9,17,1701,170111,1
17,1701,170112,2020,1,enero,3,01/03/2020,99,9,2,170,1,1982,11,23,11/23/1982,38,99,9,9,2,9,17,1701,170105,1,1,218,2,1975,11,17,11/17/1975,45,99,9,9,4,9,17,1701,170106,1
17,1701,170103,2020,10,octubre,22,10/22/2020,99,9,2,192,1,1978,4,27,4/27/1978,42,99,9,9,8,9,17,1701,170162,2,1,218,2,1976,10,8,10/08/1976,44,99,9,9,8,9,17,1701,170109,1
17,1701,170103,2020,7,julio,15,7/15/2020,99,9,1,218,1,1978,3,19,3/19/1978,43,99,9,9,6,9,17,1701,170109,1,1,218,2,1977,7,24,7/24/1977,43,99,9,9,8,9,17,1701,170102,1
17,1701,170112,2020,8,agosto,28,8/28/2020,99,9,2,826,1,1958,6,3,06/03/1958,62,99,9,9,8,9,17,1701,170150,1,1,218,2,1977,5,12,05/12/1977,43,99,9,9,6,9,17,1705,170501,1
17,1701,170103,2020,2,febrero,21,2/21/2020,99,9,1,218,1,1961,11,17,11/17/1961,59,99,9,9,4,9,17,1701,170106,1,1,218,2,1978,1,13,1/13/1978,43,99,9,9,4,9,17,1701,170150,1
17,1701,170103,2020,2,febrero,21,2/21/2020,99,9,1,218,1,1961,11,17,11/17/1961,59,99,9,9,4,9,17,1701,170106,1,1,218,2,1978,1,13,1/13/1978,43,99,9,9,4,9,17,1701,170150,1
17,1701,170160,2020,11,noviembre,19,11/19/2020,99,9,1,218,1,1985,11,5,11/05/1985,35,99,9,9,4,9,17,1701,170108,1,1,218,2,1979,2,19,2/19/1979,42,99,9,9,6,9,17,1701,170131,1
17,1701,170155,2020,8,agosto,28,8/28/2020,99,9,1,218,1,1982,3,6,03/06/1982,39,99,9,9,6,9,17,1701,170131,1,1,218,2,1978,8,31,8/31/1978,42,99,9,9,6,9,17,1701,170106,1
17,1701,170126,2020,7,julio,1,07/01/2020,99,9,1,218,1,1974,3,11,03/11/1974,47,99,9,9,4,9,17,1701,170150,1,1,218,2,1979,6,20,6/20/1979,41,99,9,9,6,9,17,1708,170850,1
17,1701,170112,2020,10,octubre,14,10/14/2020,99,9,2,192,1,1967,9,14,9/14/1967,53,99,9,9,8,9,17,1701,170129,1,2,192,2,1980,5,5,05/05/1980,40,99,9,9,8,9,17,1701,170121,1
17,1701,170112,2020,11,noviembre,25,11/25/2020,99,9,2,862,1,1963,6,2,06/02/1963,57,99,9,9,8,9,17,1701,170112,1,2,862,2,1980,11,1,11/01/1980,40,99,9,9,8,9,17,1701,170112,1
17,1701,170112,2020,10,octubre,14,10/14/2020,99,9,2,192,1,1967,9,14,9/14/1967,53,99,9,9,8,9,17,1701,170129,1,2,192,2,1980,5,5,05/05/1980,40,99,9,9,8,9,17,1701,170121,1
17,1701,170112,2020,11,noviembre,25,11/25/2020,99,9,2,862,1,1963,6,2,06/02/1963,57,99,9,9,8,9,17,1701,170112,1,2,862,2,1980,11,1,11/01/1980,40,99,9,9,8,9,17,1701,170112,1
17,1701,170112,2020,1,enero,9,01/09/2020,99,9,1,218,1,1990,2,12,02/12/1990,31,99,9,9,6,9,17,1701,170106,1,1,218,2,1981,6,4,06/04/1981,39,99,9,9,8,9,17,1701,170150,1
17,1701,170112,2020,1,enero,9,01/09/2020,99,9,1,218,1,1990,2,12,02/12/1990,31,99,9,9,6,9,17,1701,170106,1,1,218,2,1981,6,4,06/04/1981,39,99,9,9,8,9,17,1701,170150,1
17,1701,170112,2020,1,enero,24,1/24/2020,99,9,1,218,1,1980,9,8,09/08/1980,40,99,9,9,4,9,17,1701,170155,2,1,218,2,1984,1,24,1/24/1984,37,99,9,9,8,9,17,1701,170102,1
17,1701,170112,2020,1,enero,24,1/24/2020,99,9,1,218,1,1980,9,8,09/08/1980,40,99,9,9,4,9,17,1701,170155,2,1,218,2,1984,1,24,1/24/1984,37,99,9,9,8,9,17,1701,170102,1
17,1701,170112,2020,1,enero,18,1/18/2020,99,9,1,218,1,1983,8,3,08/03/1983,37,99,9,9,8,9,17,1701,170112,1,1,218,2,1984,11,4,11/04/1984,36,99,9,9,6,9,17,1701,170106,1
17,1701,170110,2020,2,febrero,7,02/07/2020,99,9,1,218,1,1981,5,20,5/20/1981,39,99,9,9,4,9,17,1701,170106,1,1,218,2,1984,12,3,12/03/1984,36,99,9,9,6,9,17,1701,170108,1
17,1701,170112,2020,1,enero,21,1/21/2020,99,9,1,218,1,1974,5,30,5/30/1974,46,99,9,9,6,9,17,1701,170106,1,1,218,2,1984,6,30,6/30/1984,36,99,9,9,6,9,17,1701,170129,1
17,1701,170112,2020,1,enero,9,01/09/2020,99,9,1,218,1,1985,9,14,9/14/1985,35,99,9,9,8,9,17,1701,170109,1,1,218,2,1985,3,17,3/17/1985,36,99,9,9,8,9,17,1701,170150,1
17,1701,170112,2020,1,enero,10,01/10/2020,99,9,1,218,1,1986,5,10,05/10/1986,34,99,9,9,8,9,17,1701,170110,1,1,218,2,1984,12,26,12/26/1984,36,99,9,9,8,9,17,1701,170132,1
17,1701,170112,2020,10,octubre,30,10/30/2020,99,9,2,380,1,1976,5,12,05/12/1976,44,99,9,9,6,9,17,1701,170112,1,1,218,2,1984,5,29,5/29/1984,36,99,9,9,8,9,17,1701,170112,1
17,1701,170112,2020,1,enero,21,1/21/2020,99,9,1,218,1,1974,5,30,5/30/1974,46,99,9,9,6,9,17,1701,170106,1,1,218,2,1984,6,30,6/30/1984,36,99,9,9,6,9,17,1701,170129,1
17,1701,170112,2020,1,enero,9,01/09/2020,99,9,1,218,1,1985,9,14,9/14/1985,35,99,9,9,8,9,17,1701,170109,1,1,218,2,1985,3,17,3/17/1985,36,99,9,9,8,9,17,1701,170150,1
17,1701,170112,2020,1,enero,10,01/10/2020,99,9,1,218,1,1986,5,10,05/10/1986,34,99,9,9,8,9,17,1701,170110,1,1,218,2,1984,12,26,12/26/1984,36,99,9,9,8,9,17,1701,170132,1
17,1701,170112,2020,10,octubre,30,10/30/2020,99,9,2,380,1,1976,5,12,05/12/1976,44,99,9,9,6,9,17,1701,170112,1,1,218,2,1984,5,29,5/29/1984,36,99,9,9,8,9,17,1701,170112,1
17,1701,170112,2020,10,octubre,30,10/30/2020,99,9,2,380,1,1976,5,12,05/12/1976,44,99,9,9,6,9,17,1701,170112,1,1,218,2,1984,5,29,5/29/1984,36,99,9,9,8,9,17,1701,170112,1
17,1701,170112,2020,2,febrero,18,2/18/2020,99,9,1,218,1,1987,7,12,07/12/1987,33,99,9,9,8,9,17,1701,170155,2,1,218,2,1986,3,4,03/04/1986,35,99,9,9,8,9,17,1701,170110,1
17,1701,170112,2020,8,agosto,31,8/31/2020,99,9,1,218,1,1979,12,22,12/22/1979,41,99,9,9,8,9,17,1701,170150,1,1,218,2,1985,9,21,9/21/1985,35,99,9,9,8,9,17,1701,170150,1
17,1701,170112,2020,8,agosto,31,8/31/2020,99,9,1,218,1,1979,12,22,12/22/1979,41,99,9,9,8,9,17,1701,170150,1,1,218,2,1985,9,21,9/21/1985,35,99,9,9,8,9,17,1701,170150,1
17,1701,170112,2020,1,enero,20,1/20/2020,99,9,2,862,1,1987,4,26,4/26/1987,33,99,9,9,2,9,17,1701,170185,2,2,862,2,1986,11,21,11/21/1986,34,99,9,9,8,9,17,1701,170124,1
17,1701,170112,2020,3,marzo,13,3/13/2020,99,9,2,818,1,1986,8,21,8/21/1986,34,99,9,9,8,9,17,1701,170151,2,1,218,2,1986,8,25,8/25/1986,34,99,9,9,6,9,17,1705,170501,1
17,1701,170110,2020,2,febrero,7,02/07/2020,99,9,1,218,1,1995,5,31,5/31/1995,25,99,9,9,8,9,17,1701,170110,1,1,218,2,1986,6,1,06/01/1986,34,99,9,9,8,9,17,1701,170106,1
17,1701,170112,2020,1,enero,20,1/20/2020,99,9,2,862,1,1987,4,26,4/26/1987,33,99,9,9,2,9,17,1701,170185,2,2,862,2,1986,11,21,11/21/1986,34,99,9,9,8,9,17,1701,170124,1
17,1701,170112,2020,3,marzo,13,3/13/2020,99,9,2,818,1,1986,8,21,8/21/1986,34,99,9,9,8,9,17,1701,170151,2,1,218,2,1986,8,25,8/25/1986,34,99,9,9,6,9,17,1705,170501,1
17,1701,170110,2020,2,febrero,7,02/07/2020,99,9,1,218,1,1995,5,31,5/31/1995,25,99,9,9,8,9,17,1701,170110,1,1,218,2,1986,6,1,06/01/1986,34,99,9,9,8,9,17,1701,170106,1
17,1702,170202,2020,9,septiembre,4,09/04/2020,99,9,1,218,1,1987,5,21,5/21/1987,33,99,9,9,8,9,17,1702,170202,1,1,218,2,1987,7,28,7/28/1987,33,99,9,9,8,9,17,1702,170202,1
17,1702,170202,2020,2,febrero,14,2/14/2020,99,9,1,218,1,1980,9,4,09/04/1980,40,99,9,9,8,9,17,1702,170202,1,1,218,2,1988,3,7,03/07/1988,33,99,9,9,8,9,17,1702,170202,1
17,1702,170202,2020,9,septiembre,4,09/04/2020,99,9,1,218,1,1987,5,21,5/21/1987,33,99,9,9,8,9,17,1702,170202,1,1,218,2,1987,7,28,7/28/1987,33,99,9,9,8,9,17,1702,170202,1
17,1702,170202,2020,2,febrero,14,2/14/2020,99,9,1,218,1,1980,9,4,09/04/1980,40,99,9,9,8,9,17,1702,170202,1,1,218,2,1988,3,7,03/07/1988,33,99,9,9,8,9,17,1702,170202,1
17,1701,170110,2020,2,febrero,10,02/10/2020,99,9,1,218,1,1992,12,10,12/10/1992,28,99,9,9,6,9,17,1701,170110,1,1,218,2,1989,1,17,1/17/1989,32,99,9,9,8,9,17,1701,170106,1
17,1701,170112,2020,1,enero,28,1/28/2020,99,9,1,218,1,1987,5,9,05/09/1987,33,99,9,9,6,9,17,1701,170106,1,1,218,2,1988,10,27,10/27/1988,32,99,9,9,6,9,17,1701,170106,1
17,1701,170160,2020,8,agosto,25,8/25/2020,99,9,1,218,1,1987,11,20,11/20/1987,33,99,9,9,99,9,17,1701,170116,1,1,218,2,1988,11,12,11/12/1988,32,99,9,9,4,9,17,1701,170111,1
17,1701,170112,2020,1,enero,28,1/28/2020,99,9,1,218,1,1987,5,9,05/09/1987,33,99,9,9,6,9,17,1701,170106,1,1,218,2,1988,10,27,10/27/1988,32,99,9,9,6,9,17,1701,170106,1
17,1701,170160,2020,8,agosto,25,8/25/2020,99,9,1,218,1,1987,11,20,11/20/1987,33,99,9,9,99,9,17,1701,170116,1,1,218,2,1988,11,12,11/12/1988,32,99,9,9,4,9,17,1701,170111,1
17,1701,170110,2020,12,diciembre,3,12/03/2020,99,9,1,218,1,1989,6,28,6/28/1989,31,99,9,9,8,9,17,1701,170110,1,1,218,2,1989,12,5,12/05/1989,31,99,9,9,8,9,17,1701,170106,1
17,1705,170501,2020,10,octubre,1,10/01/2020,99,9,1,218,1,1987,2,18,2/18/1987,34,99,9,9,6,9,17,1701,170156,2,1,218,2,1989,10,24,10/24/1989,31,99,9,9,6,9,17,1705,170501,1
17,1701,170112,2020,6,junio,30,6/30/2020,99,9,2,862,1,1990,1,22,1/22/1990,31,99,9,9,2,9,17,1701,170121,1,2,862,2,1989,11,29,11/29/1989,31,99,9,9,2,9,17,1701,170101,1
17,1701,170112,2020,12,diciembre,30,12/30/2020,99,9,1,218,1,1990,4,24,4/24/1990,30,99,9,9,6,9,11,1101,110104,1,1,218,2,1991,2,11,02/11/1991,30,99,9,9,8,9,17,1701,170108,1
17,1701,170112,2020,8,agosto,6,08/06/2020,99,9,2,862,1,1984,10,29,10/29/1984,36,99,9,9,8,9,17,1701,170112,1,2,862,2,1991,3,18,3/18/1991,30,99,9,9,8,9,17,1701,170112,1
17,1701,170126,2020,10,octubre,14,10/14/2020,99,9,1,218,1,1986,10,3,10/03/1986,34,99,9,9,8,9,17,1701,170128,1,1,218,2,1990,7,18,7/18/1990,30,99,9,9,8,9,17,1701,170108,1
17,1701,170103,2020,8,agosto,24,8/24/2020,99,9,1,218,1,1988,9,9,09/09/1988,32,99,9,9,8,9,1,101,10108,1,1,218,2,1990,4,4,04/04/1990,30,99,9,9,8,9,17,1701,170101,1
17,1701,170126,2020,1,enero,24,1/24/2020,99,9,2,862,1,1990,9,18,9/18/1990,30,99,9,9,8,9,17,1701,170150,1,2,862,2,1990,7,1,07/01/1990,30,99,9,9,8,9,17,1701,170106,1
17,1701,170103,2020,8,agosto,24,8/24/2020,99,9,1,218,1,1988,9,9,09/09/1988,32,99,9,9,8,9,1,101,10108,1,1,218,2,1990,4,4,04/04/1990,30,99,9,9,8,9,17,1701,170101,1
17,1701,170126,2020,1,enero,24,1/24/2020,99,9,2,862,1,1990,9,18,9/18/1990,30,99,9,9,8,9,17,1701,170150,1,2,862,2,1990,7,1,07/01/1990,30,99,9,9,8,9,17,1701,170106,1
17,1701,170112,2020,9,septiembre,4,09/04/2020,99,9,1,218,1,1990,4,14,4/14/1990,30,99,9,9,8,9,17,1701,170121,1,1,218,2,1991,12,31,12/31/1991,29,99,9,9,8,9,17,1701,170121,1
17,1705,170501,2020,11,noviembre,12,11/12/2020,99,9,1,218,1,1985,12,6,12/06/1985,35,99,9,9,8,9,17,1701,170126,1,1,218,2,1991,4,19,4/19/1991,29,99,9,9,8,9,17,1705,170501,1
17,1701,170112,2020,2,febrero,22,2/22/2020,99,9,2,170,1,1988,11,9,11/09/1988,32,99,9,9,2,9,8,806,80650,1,1,218,2,1992,2,16,2/16/1992,29,99,9,9,6,9,17,1701,170112,1
17,1701,170126,2020,8,agosto,6,08/06/2020,99,9,1,218,1,1981,5,3,05/03/1981,39,99,9,9,6,9,6,601,60104,1,1,218,2,1991,6,29,6/29/1991,29,99,9,9,6,9,17,1701,170108,1
17,1701,170110,2020,2,febrero,14,2/14/2020,99,9,1,218,1,1981,5,23,5/23/1981,39,99,9,9,4,9,17,1701,170150,1,1,218,2,1991,12,30,12/30/1991,29,99,9,9,6,9,17,1701,170113,1
17,1705,170501,2020,11,noviembre,12,11/12/2020,99,9,1,218,1,1985,12,6,12/06/1985,35,99,9,9,8,9,17,1701,170126,1,1,218,2,1991,4,19,4/19/1991,29,99,9,9,8,9,17,1705,170501,1
17,1701,170112,2020,2,febrero,22,2/22/2020,99,9,2,170,1,1988,11,9,11/09/1988,32,99,9,9,2,9,8,806,80650,1,1,218,2,1992,2,16,2/16/1992,29,99,9,9,6,9,17,1701,170112,1
