prov_insc,cant_insc,parr_insc,anio_insc,mes_insc,mes_reg,dia_insc,fecha_insc,hijos_rec,mcap_bie,nac_1,cod_pais1,sexo_1,anio_nac1,mes_nac1,dia_nac1,fecha_nac1,edad_1,nmatant1,est_civi1,p_etnica1,niv_inst1,sabe_leer1,prov_hab1,cant_hab1,parr_hab1,area_1,nac_2,cod_pais2,sexo_2,anio_nac2,mes_nac2,dia_nac2,fecha_nac2,edad_2,nmatant2,est_civi2,p_etnica2,niv_inst2,sabe_leer2,prov_hab2,cant_hab2,parr_hab2,area_2
9,901,90110,2020,12,diciembre,28,12/28/2020,2,2,1,218,1,1985,1,5,01/05/1985,35,0,1,6,4,0,9,901,90110,1,1,218,2,1994,8,16,8/16/1994,26,0,1,6,4,0,9,918,91850,1
9,907,90701,2020,9,septiembre,25,9/25/2020,0,2,1,218,1,1992,8,25,8/25/1992,28,0,1,6,6,0,9,907,90701,1,1,218,2,1993,10,19,10/19/1993,26,0,1,6,4,0,9,907,90701,1
9,907,90701,2020,9,septiembre,29,9/29/2020,4,2,1,218,1,1992,6,8,06/08/1992,28,0,1,6,6,0,9,907,90701,1,1,218,2,1994,3,26,3/26/1994,26,0,1,6,4,0,9,907,90701,1
9,907,90701,2020,10,octubre,1,10/01/2020,0,2,1,218,1,1999,8,10,08/10/1999,21,0,1,6,4,0,9,907,90701,1,1,218,2,1994,1,28,1/28/1994,26,0,1,6,6,0,9,907,90701,1
9,907,90701,2020,10,octubre,29,10/29/2020,0,2,1,218,1,1992,7,8,07/08/1992,28,0,1,6,8,0,9,907,90701,1,1,218,2,1994,3,15,3/15/1994,26,0,1,6,6,0,9,901,90104,1
9,919,91950,2020,11,noviembre,20,11/20/2020,0,2,1,218,1,1993,7,28,7/28/1993,27,0,1,6,6,0,9,919,91950,1,1,218,2,1994,5,24,5/24/1994,26,0,1,6,4,0,9,919,91950,1
9,921,92150,2020,10,octubre,17,10/17/2020,0,2,1,218,1,1993,2,3,02/03/1993,27,0,1,6,8,0,9,921,92150,1,1,218,2,1994,2,16,2/16/1994,26,0,1,6,8,0,9,901,90112,1
9,905,90550,2020,10,octubre,12,10/12/2020,0,2,1,218,1,1998,1,17,1/17/1998,22,0,1,6,6,0,9,905,90550,1,1,218,2,1994,6,24,6/24/1994,26,0,1,6,6,0,9,907,90701,1
9,905,90550,2020,10,octubre,19,10/19/2020,2,2,1,218,1,1991,6,12,06/12/1991,29,0,1,6,4,0,9,905,90550,1,1,218,2,1993,11,12,11/12/1993,26,0,1,6,4,0,9,901,90112,1
9,905,90550,2020,11,noviembre,20,11/20/2020,1,2,1,218,1,1992,12,29,12/29/1992,27,0,1,6,6,0,9,905,90550,1,1,218,2,1994,3,9,03/09/1994,26,0,1,6,6,0,9,901,90105,1
9,905,90550,2020,11,noviembre,23,11/23/2020,1,2,1,218,1,1989,7,24,7/24/1989,31,0,1,6,6,0,9,905,90550,1,1,218,2,1994,10,9,10/09/1994,26,0,1,6,6,0,9,901,90112,1
9,920,92050,2020,10,octubre,19,10/19/2020,0,2,1,218,1,1985,6,6,06/06/1985,35,0,1,6,4,0,9,920,92050,1,1,218,2,1994,7,15,7/15/1994,26,0,1,6,4,0,9,920,92050,1
9,920,92050,2020,11,noviembre,14,11/14/2020,0,2,1,218,1,1992,8,30,8/30/1992,28,0,1,6,8,0,9,920,92050,1,1,218,2,1994,7,29,7/29/1994,26,0,1,6,8,0,9,910,91050,1
9,906,90601,2020,10,octubre,29,10/29/2020,2,2,1,218,1,1987,11,16,11/16/1987,32,0,1,6,8,0,9,906,90601,1,1,218,2,1994,6,14,6/14/1994,26,0,1,6,6,0,9,906,90601,1
9,909,90950,2020,10,octubre,15,10/15/2020,0,2,1,218,1,1988,6,29,6/29/1988,32,0,1,6,4,0,9,909,90950,1,1,218,2,1994,6,4,06/04/1994,26,0,1,6,6,0,9,901,90112,1
9,904,90450,2020,10,octubre,30,10/30/2020,0,2,1,218,1,1997,3,1,03/01/1997,23,0,1,6,4,0,9,904,90450,1,1,218,2,1993,11,12,11/12/1993,26,0,1,6,3,0,9,904,90450,1
9,904,90450,2020,11,noviembre,19,11/19/2020,1,2,1,218,1,1990,9,8,09/08/1990,30,0,1,6,6,0,9,904,90450,1,1,218,2,1994,6,29,6/29/1994,26,0,1,6,4,0,9,904,90450,1
9,906,90601,2020,7,julio,31,7/31/2020,2,2,1,218,1,1994,9,26,9/26/1994,25,0,1,6,6,0,9,906,90601,1,1,218,2,1993,9,23,9/23/1993,26,0,1,6,6,0,9,901,90112,1
9,906,90601,2020,8,agosto,6,08/06/2020,0,2,1,218,1,1991,8,21,8/21/1991,28,0,1,6,8,0,9,906,90601,1,1,218,2,1994,6,3,06/03/1994,26,0,1,6,6,0,9,901,90114,1
9,906,90601,2020,8,agosto,7,08/07/2020,0,2,1,218,1,1988,4,13,4/13/1988,32,0,1,6,8,0,9,906,90601,1,1,218,2,1993,12,28,12/28/1993,26,0,1,6,8,0,9,906,90601,1
9,912,91250,2020,7,julio,27,7/27/2020,1,2,1,218,1,1989,10,13,10/13/1989,30,0,1,6,6,0,9,912,91250,1,1,218,2,1994,3,29,3/29/1994,26,0,1,6,4,0,9,912,91250,1
9,907,90701,2020,8,agosto,18,8/18/2020,0,2,1,218,1,1992,2,19,2/19/1992,28,0,1,6,6,0,9,907,90701,1,1,218,2,1993,9,4,09/04/1993,26,0,1,6,6,0,9,907,90701,1
9,907,90701,2020,9,septiembre,21,9/21/2020,2,2,1,218,1,1991,1,22,1/22/1991,29,0,1,6,4,0,9,907,90701,1,1,218,2,1994,4,20,4/20/1994,26,0,1,6,2,0,9,907,90701,1
9,907,90701,2020,9,septiembre,22,9/22/2020,2,2,1,218,1,1987,10,27,10/27/1987,32,0,1,6,6,0,9,907,90701,1,1,218,2,1994,4,6,04/06/1994,26,0,1,6,6,0,9,901,90112,1
9,901,90110,2020,11,noviembre,12,11/12/2020,1,2,1,218,1,1992,6,2,06/02/1992,28,0,1,6,6,0,9,901,90110,1,1,218,2,1994,7,24,7/24/1994,26,0,1,6,4,0,9,901,90112,1
9,912,91250,2020,9,septiembre,29,9/29/2020,2,2,1,218,1,1987,9,2,09/02/1987,33,0,1,6,4,0,9,912,91250,1,1,218,2,1994,5,12,05/12/1994,26,0,1,6,4,0,9,910,91050,1
9,912,91250,2020,10,octubre,1,10/01/2020,0,2,1,218,1,2000,3,5,03/05/2000,20,0,1,6,6,0,9,912,91250,1,1,218,2,1994,5,21,5/21/1994,26,0,1,6,6,0,9,912,91250,1
9,911,91150,2020,10,octubre,2,10/02/2020,0,2,1,218,1,1989,11,22,11/22/1989,30,0,1,6,8,0,9,911,91150,1,1,218,2,1993,10,29,10/29/1993,26,0,1,6,4,0,9,911,91150,1
9,909,90950,2020,9,septiembre,18,9/18/2020,0,2,1,218,1,1995,5,8,05/08/1995,25,0,1,6,6,0,9,909,90950,1,1,218,2,1994,8,18,8/18/1994,26,0,1,6,8,0,9,909,90950,1
9,911,91150,2020,9,septiembre,2,09/02/2020,1,2,1,218,1,1988,6,30,6/30/1988,32,0,1,6,6,0,9,911,91150,1,1,218,2,1994,4,14,4/14/1994,26,0,1,6,6,0,9,901,90112,1
9,921,92150,2020,7,julio,24,7/24/2020,1,2,1,218,1,1989,11,30,11/30/1989,30,0,1,6,4,0,9,921,92150,1,1,218,2,1994,4,5,04/05/1994,26,0,1,6,4,0,9,921,92150,1
9,912,91250,2020,8,agosto,12,08/12/2020,2,2,1,218,1,1981,4,20,4/20/1981,39,0,1,6,4,0,9,912,91250,1,1,218,2,1994,4,15,4/15/1994,26,0,1,6,6,0,9,912,91250,1
9,901,90112,2020,8,agosto,12,08/12/2020,2,2,1,218,1,1987,1,11,01/11/1987,33,0,1,6,6,0,9,901,90112,1,1,218,2,1993,12,3,12/03/1993,26,0,1,5,6,0,9,901,90114,1
9,901,90112,2020,7,julio,24,7/24/2020,0,2,1,218,1,1994,11,12,11/12/1994,25,0,1,6,8,0,9,901,90112,1,1,218,2,1994,7,21,7/21/1994,26,0,1,6,8,0,9,901,90112,1
9,901,90112,2020,7,julio,30,7/30/2020,3,2,1,218,1,1990,1,18,1/18/1990,30,0,1,6,6,0,9,901,90112,1,1,218,2,1994,1,8,01/08/1994,26,0,1,6,6,0,9,913,91350,1
9,901,90112,2020,7,julio,29,7/29/2020,0,2,1,218,1,1992,10,23,10/23/1992,27,0,1,6,8,0,9,901,90112,1,1,218,2,1993,11,24,11/24/1993,26,0,1,6,8,0,9,901,90112,1
9,901,90112,2020,7,julio,29,7/29/2020,0,2,2,862,1,1986,7,29,7/29/1986,34,0,1,6,6,0,9,901,90112,1,1,218,2,1994,7,6,07/06/1994,26,0,1,6,8,0,9,901,90112,1
9,901,90112,2020,7,julio,31,7/31/2020,0,2,1,218,1,1993,11,24,11/24/1993,26,0,1,6,6,0,9,901,90112,1,1,218,2,1993,10,20,10/20/1993,26,0,1,6,8,0,9,901,90112,1
9,901,90112,2020,8,agosto,1,08/01/2020,0,2,1,218,1,1991,8,7,08/07/1991,28,0,1,6,8,0,9,901,90112,1,1,218,2,1994,6,5,06/05/1994,26,0,1,6,8,0,9,901,90112,1
9,901,90112,2020,7,julio,29,7/29/2020,0,2,1,218,1,1993,10,5,10/05/1993,26,0,1,6,8,0,9,901,90112,1,1,218,2,1994,4,11,04/11/1994,26,0,1,6,8,0,9,901,90114,1
9,901,90112,2020,7,julio,30,7/30/2020,2,2,1,218,1,1996,2,23,2/23/1996,24,0,1,6,6,0,9,901,90112,1,1,218,2,1994,7,4,07/04/1994,26,0,1,6,4,0,9,901,90104,1
9,901,90112,2020,8,agosto,1,08/01/2020,0,2,1,218,1,1990,2,2,02/02/1990,30,0,1,6,6,0,9,901,90112,1,1,218,2,1993,8,24,8/24/1993,26,0,1,6,6,0,9,901,90112,1
9,901,90112,2020,8,agosto,1,08/01/2020,0,2,1,218,1,1993,11,24,11/24/1993,26,0,1,6,8,0,9,901,90112,1,1,218,2,1993,12,30,12/30/1993,26,0,1,6,8,0,9,901,90112,1
9,901,90112,2020,8,agosto,5,08/05/2020,0,2,1,218,1,1995,8,8,08/08/1995,24,0,1,6,8,0,9,901,90112,1,1,218,2,1993,9,26,9/26/1993,26,0,1,6,6,0,9,901,90112,1
9,901,90112,2020,7,julio,31,7/31/2020,0,2,1,218,1,1995,5,19,5/19/1995,25,0,1,6,6,0,9,901,90112,1,1,218,2,1994,6,16,6/16/1994,26,0,1,6,8,0,9,901,90112,1
9,901,90112,2020,8,agosto,8,08/08/2020,0,2,1,218,1,1994,3,15,3/15/1994,26,0,1,6,8,0,9,901,90112,1,1,218,2,1994,6,3,06/03/1994,26,0,1,6,8,0,9,901,90112,1
9,901,90112,2020,8,agosto,8,08/08/2020,0,1,1,218,1,1992,4,19,4/19/1992,28,0,1,6,8,0,9,901,90112,1,1,218,2,1994,6,27,6/27/1994,26,0,1,6,6,0,9,901,90112,1
9,901,90112,2020,8,agosto,13,8/13/2020,0,2,1,218,1,1995,8,16,8/16/1995,24,0,1,6,8,0,9,901,90112,1,1,218,2,1994,4,27,4/27/1994,26,0,1,6,6,0,9,901,90112,1
9,901,90112,2020,8,agosto,7,08/07/2020,0,9,1,218,1,1994,6,25,6/25/1994,26,0,1,6,8,0,9,901,90112,1,1,218,2,1994,4,20,4/20/1994,26,0,1,6,8,0,9,901,90112,1
9,901,90112,2020,8,agosto,12,08/12/2020,0,2,1,218,1,1996,4,22,4/22/1996,24,0,1,6,6,0,9,901,90112,1,1,218,2,1994,2,5,02/05/1994,26,0,1,6,6,0,9,901,90114,1
9,910,91050,2020,8,agosto,6,08/06/2020,0,2,1,218,1,1995,9,27,9/27/1995,24,0,1,6,6,0,9,910,91050,1,1,218,2,1994,4,20,4/20/1994,26,0,1,5,8,0,9,910,91050,1
9,910,91050,2020,8,agosto,12,08/12/2020,0,2,1,218,1,1989,11,20,11/20/1989,30,0,1,6,8,0,9,910,91050,1,1,218,2,1993,11,9,11/09/1993,26,0,1,6,8,0,9,920,92050,1
9,910,91050,2020,8,agosto,27,8/27/2020,0,2,1,218,1,1993,5,9,05/09/1993,27,0,1,9,8,0,9,910,91050,1,1,218,2,1993,11,21,11/21/1993,26,0,1,6,8,0,9,910,91050,1
9,901,90112,2020,8,agosto,7,08/07/2020,0,2,1,218,1,1992,11,6,11/06/1992,27,0,1,6,6,0,9,901,90112,1,1,218,2,1993,11,1,11/01/1993,26,0,1,6,6,0,9,901,90112,1
9,901,90112,2020,8,agosto,14,8/14/2020,0,9,1,218,1,1984,7,6,07/06/1984,36,0,1,6,8,0,9,901,90112,1,1,218,2,1994,1,3,01/03/1994,26,0,1,6,8,0,9,901,90112,1
9,901,90112,2020,8,agosto,14,8/14/2020,0,2,1,218,1,1990,10,4,10/04/1990,29,0,1,6,8,0,9,901,90112,1,1,218,2,1993,9,28,9/28/1993,26,0,1,6,8,0,9,901,90114,1
9,901,90112,2020,8,agosto,21,8/21/2020,0,2,1,218,1,1990,9,10,09/10/1990,29,0,1,6,8,0,9,901,90112,1,1,218,2,1994,7,28,7/28/1994,26,0,1,6,8,0,9,901,90112,1
9,901,90112,2020,8,agosto,27,8/27/2020,0,2,1,218,1,1993,2,24,2/24/1993,27,0,1,2,8,0,9,901,90112,1,1,218,2,1993,9,4,09/04/1993,26,0,1,9,6,0,9,901,90114,1
9,901,90112,2020,8,agosto,14,8/14/2020,0,2,1,218,1,1996,1,25,1/25/1996,24,0,1,6,6,0,9,901,90112,1,1,218,2,1994,2,20,2/20/1994,26,0,1,6,4,0,9,901,90112,1
9,901,90112,2020,8,agosto,17,8/17/2020,0,2,1,218,1,1987,6,5,06/05/1987,33,0,1,6,6,0,9,901,90112,1,1,218,2,1993,10,10,10/10/1993,26,0,1,6,8,0,9,901,90112,1
9,901,90112,2020,8,agosto,21,8/21/2020,0,2,1,218,1,1993,8,7,08/07/1993,27,0,1,6,8,0,9,901,90112,1,1,218,2,1993,10,22,10/22/1993,26,0,1,6,6,0,9,906,90601,1
9,901,90112,2020,8,agosto,22,8/22/2020,0,2,1,218,1,1994,6,3,06/03/1994,26,0,1,6,8,0,9,901,90112,1,1,218,2,1994,5,26,5/26/1994,26,0,1,6,8,0,9,901,90112,1
9,901,90112,2020,8,agosto,26,8/26/2020,1,2,1,218,1,1997,12,11,12/11/1997,22,0,1,1,6,0,9,901,90112,1,1,218,2,1993,12,12,12/12/1993,26,0,1,1,6,0,9,901,90112,1
9,901,90112,2020,8,agosto,14,8/14/2020,0,2,1,218,1,1987,8,12,08/12/1987,33,0,1,6,8,0,9,901,90112,1,1,218,2,1993,10,10,10/10/1993,26,0,1,6,8,0,9,901,90112,1
9,901,90112,2020,8,agosto,15,8/15/2020,0,2,1,218,1,1985,1,31,1/31/1985,35,0,1,6,8,0,9,901,90112,1,1,218,2,1994,4,15,4/15/1994,26,0,1,6,8,0,9,901,90112,1
9,901,90112,2020,8,agosto,15,8/15/2020,0,2,1,218,1,1989,9,25,9/25/1989,30,0,1,6,6,0,9,901,90112,1,1,218,2,1993,9,22,9/22/1993,26,0,1,6,8,0,9,916,91602,1
9,901,90112,2020,8,agosto,17,8/17/2020,0,2,1,218,1,1994,7,3,07/03/1994,26,0,1,2,8,0,9,901,90112,1,1,218,2,1994,5,12,05/12/1994,26,0,1,6,8,0,9,901,90112,1
9,901,90112,2020,8,agosto,19,8/19/2020,2,2,1,218,1,1985,9,17,9/17/1985,34,0,1,6,4,0,9,901,90112,1,1,218,2,1994,4,5,04/05/1994,26,0,1,6,4,0,9,901,90114,1
9,901,90112,2020,8,agosto,20,8/20/2020,0,2,1,218,1,1990,12,14,12/14/1990,29,0,1,6,8,0,9,901,90112,1,1,218,2,1993,9,2,09/02/1993,26,0,1,6,8,0,9,901,90112,1
9,901,90112,2020,8,agosto,20,8/20/2020,1,2,1,218,1,1993,12,6,12/06/1993,26,0,1,6,6,0,9,901,90112,1,1,218,2,1994,6,4,06/04/1994,26,0,1,6,6,0,9,901,90114,1
9,901,90112,2020,8,agosto,22,8/22/2020,0,2,1,218,1,1991,6,20,6/20/1991,29,0,1,6,8,0,9,901,90112,1,1,218,2,1993,10,3,10/03/1993,26,0,1,6,6,0,9,901,90112,1
9,901,90112,2020,8,agosto,27,8/27/2020,0,2,1,218,1,1995,10,8,10/08/1995,24,0,1,6,4,0,9,901,90112,1,1,218,2,1993,11,26,11/26/1993,26,0,1,6,4,0,9,901,90112,1
9,901,90112,2020,8,agosto,29,8/29/2020,0,2,1,218,1,1994,2,20,2/20/1994,26,0,1,6,8,0,9,901,90112,1,1,218,2,1994,7,2,07/02/1994,26,0,1,6,8,0,9,901,90112,1
9,901,90112,2020,8,agosto,28,8/28/2020,1,2,1,218,1,1994,5,13,5/13/1994,26,0,1,6,6,0,9,901,90112,1,1,218,2,1993,11,9,11/09/1993,26,0,1,6,6,0,9,901,90114,1
9,901,90112,2020,9,septiembre,2,09/02/2020,0,2,1,218,1,1995,9,13,9/13/1995,24,0,1,6,6,0,9,901,90112,1,1,218,2,1993,10,28,10/28/1993,26,0,1,6,6,0,9,901,90114,1
9,901,90112,2020,9,septiembre,4,09/04/2020,0,2,1,218,1,1992,4,23,4/23/1992,28,0,1,6,6,0,9,901,90112,1,1,218,2,1993,9,30,9/30/1993,26,0,1,6,6,0,9,901,90114,1
9,901,90112,2020,8,agosto,28,8/28/2020,0,2,1,218,1,1991,5,24,5/24/1991,29,0,1,6,6,0,9,901,90112,1,1,218,2,1994,8,2,08/02/1994,26,0,1,6,8,0,9,916,91601,1
9,901,90112,2020,8,agosto,28,8/28/2020,0,2,1,218,1,1992,5,8,05/08/1992,28,0,1,6,8,0,9,901,90112,1,1,218,2,1993,11,10,11/10/1993,26,0,1,6,6,0,9,901,90106,1
9,901,90112,2020,9,septiembre,5,09/05/2020,0,2,1,218,1,1990,6,10,06/10/1990,30,0,1,6,8,0,9,901,90112,1,1,218,2,1994,6,14,6/14/1994,26,0,1,6,8,0,9,901,90112,1
9,901,90112,2020,9,septiembre,5,09/05/2020,0,2,1,218,1,1979,5,10,05/10/1979,41,0,1,6,8,0,9,901,90112,1,1,218,2,1994,1,12,01/12/1994,26,0,1,6,8,0,9,901,90112,1
9,901,90112,2020,9,septiembre,3,09/03/2020,0,2,1,218,1,1996,7,29,7/29/1996,24,0,1,6,8,0,9,901,90112,1,1,218,2,1993,10,19,10/19/1993,26,0,1,6,8,0,9,901,90112,1
9,910,91050,2020,9,septiembre,25,9/25/2020,0,2,1,218,1,1991,11,29,11/29/1991,28,0,1,6,8,0,9,910,91050,1,1,218,2,1994,3,6,03/06/1994,26,0,1,6,8,0,9,910,91050,1
9,910,91050,2020,10,octubre,20,10/20/2020,1,2,1,218,1,1986,7,22,7/22/1986,34,0,1,6,4,0,9,910,91050,1,1,218,2,1994,7,22,7/22/1994,26,0,1,6,6,0,9,910,91050,1
9,910,91050,2020,9,septiembre,30,9/30/2020,0,2,1,218,1,1997,6,21,6/21/1997,23,0,1,6,6,0,9,910,91050,1,1,218,2,1994,1,5,01/05/1994,26,0,1,6,6,0,9,910,91050,1
9,901,90112,2020,9,septiembre,11,09/11/2020,0,9,1,218,1,1994,5,6,05/06/1994,26,0,1,6,8,0,9,901,90112,1,1,218,2,1994,4,12,04/12/1994,26,0,1,5,8,0,9,901,90112,1
9,901,90112,2020,9,septiembre,17,9/17/2020,1,2,1,218,1,1993,3,20,3/20/1993,27,0,1,6,6,0,9,901,90112,1,1,218,2,1994,8,20,8/20/1994,26,0,1,6,4,0,9,901,90112,1
9,901,90112,2020,9,septiembre,18,9/18/2020,0,2,1,218,1,1993,10,3,10/03/1993,26,0,1,6,6,0,9,901,90112,1,1,218,2,1994,3,5,03/05/1994,26,0,1,6,6,0,9,901,90112,1
9,901,90112,2020,9,septiembre,18,9/18/2020,3,2,1,218,1,1988,9,19,9/19/1988,31,0,1,6,4,0,9,901,90112,1,1,218,2,1993,11,3,11/03/1993,26,0,1,6,8,0,9,901,90104,1
9,901,90112,2020,9,septiembre,25,9/25/2020,0,9,1,218,1,1994,3,30,3/30/1994,26,0,1,6,8,0,9,901,90112,1,1,218,2,1994,6,21,6/21/1994,26,0,1,6,8,0,9,901,90114,1
9,901,90112,2020,9,septiembre,19,9/19/2020,0,2,1,218,1,1994,6,22,6/22/1994,26,0,1,6,8,0,9,901,90112,1,1,218,2,1994,7,27,7/27/1994,26,0,1,6,8,0,9,901,90112,1
9,901,90112,2020,9,septiembre,25,9/25/2020,1,1,1,218,1,1992,5,2,05/02/1992,28,0,1,6,8,0,9,901,90112,1,1,218,2,1993,11,28,11/28/1993,26,0,1,6,6,0,9,901,90114,1
9,901,90112,2020,9,septiembre,21,9/21/2020,0,2,1,218,1,1988,12,19,12/19/1988,31,0,1,6,8,0,9,901,90112,1,1,218,2,1994,2,2,02/02/1994,26,0,1,6,8,0,9,901,90112,1
9,901,90112,2020,9,septiembre,28,9/28/2020,1,2,1,218,1,1994,1,21,1/21/1994,26,0,1,6,6,0,9,901,90112,1,1,218,2,1994,8,16,8/16/1994,26,0,1,6,6,0,9,901,90114,1
9,901,90112,2020,9,septiembre,23,9/23/2020,0,9,1,218,1,1994,5,30,5/30/1994,26,0,1,6,8,0,9,901,90112,1,1,218,2,1994,4,9,04/09/1994,26,0,1,6,8,0,9,901,90114,1
9,901,90112,2020,9,septiembre,22,9/22/2020,0,9,1,218,1,1993,10,21,10/21/1993,26,0,1,6,8,0,9,901,90112,1,1,218,2,1993,10,10,10/10/1993,26,0,1,6,6,0,9,901,90112,1
9,901,90112,2020,9,septiembre,24,9/24/2020,0,2,1,218,1,1992,8,3,08/03/1992,28,0,1,6,6,0,9,901,90112,1,1,218,2,1993,12,2,12/02/1993,26,0,1,6,6,0,9,901,90114,1
9,901,90112,2020,9,septiembre,25,9/25/2020,0,2,1,218,1,1994,8,20,8/20/1994,26,0,1,6,8,0,9,901,90112,1,1,218,2,1994,6,1,06/01/1994,26,0,1,6,8,0,9,901,90114,1
9,901,90112,2020,9,septiembre,30,9/30/2020,0,9,1,218,1,1991,10,2,10/02/1991,28,0,1,6,6,0,9,901,90112,1,1,218,2,1994,5,3,05/03/1994,26,0,1,6,6,0,9,901,90112,1
9,901,90112,2020,10,octubre,6,10/06/2020,0,2,1,218,1,1994,8,5,08/05/1994,26,0,1,6,8,0,9,901,90112,1,1,218,2,1994,9,20,9/20/1994,26,0,1,6,8,0,9,901,90114,1
9,901,90112,2020,10,octubre,7,10/07/2020,2,9,1,218,1,1992,11,27,11/27/1992,27,0,1,6,6,0,9,901,90112,1,1,218,2,1994,10,7,10/07/1994,26,0,1,6,6,0,9,901,90114,1
9,901,90112,2020,9,septiembre,26,9/26/2020,1,2,1,218,1,2000,7,19,7/19/2000,20,0,1,3,4,0,9,901,90112,1,1,218,2,1994,6,11,06/11/1994,26,0,1,6,4,0,9,901,90114,1
9,901,90112,2020,9,septiembre,26,9/26/2020,1,2,1,218,1,1998,12,30,12/30/1998,21,0,1,6,8,0,9,901,90112,1,1,218,2,1994,8,11,08/11/1994,26,0,1,6,8,0,9,901,90112,1
9,901,90112,2020,10,octubre,2,10/02/2020,2,2,1,218,1,1989,4,22,4/22/1989,31,0,1,6,6,0,9,901,90112,1,1,218,2,1994,5,23,5/23/1994,26,0,1,6,4,0,9,901,90106,1
9,901,90112,2020,10,octubre,3,10/03/2020,0,2,1,218,1,1990,1,25,1/25/1990,30,0,1,6,6,0,9,901,90112,1,1,218,2,1994,1,20,1/20/1994,26,0,1,6,8,0,9,901,90106,1
9,901,90112,2020,10,octubre,3,10/03/2020,0,2,1,218,1,1989,5,12,05/12/1989,31,0,1,6,8,0,9,901,90112,1,1,218,2,1994,8,14,8/14/1994,26,0,1,6,6,0,9,907,90701,1
9,901,90112,2020,10,octubre,3,10/03/2020,0,2,1,218,1,1988,9,15,9/15/1988,32,0,1,6,8,0,9,901,90112,1,1,218,2,1994,3,8,03/08/1994,26,0,1,6,6,0,9,901,90114,1
9,901,90112,2020,10,octubre,2,10/02/2020,0,2,1,218,1,1993,1,29,1/29/1993,27,0,1,6,8,0,9,901,90112,1,1,218,2,1994,4,22,4/22/1994,26,0,1,6,8,0,9,901,90112,1
9,901,90112,2020,10,octubre,6,10/06/2020,0,2,1,218,1,1989,2,9,02/09/1989,31,0,1,6,6,0,9,901,90112,1,1,218,2,1994,6,14,6/14/1994,26,0,1,6,8,0,9,901,90112,1
9,901,90112,2020,10,octubre,3,10/03/2020,0,2,1,218,1,1988,8,2,08/02/1988,32,0,1,6,8,0,9,901,90112,1,1,218,2,1993,11,28,11/28/1993,26,0,1,6,8,0,9,901,90112,1
9,901,90112,2020,10,octubre,10,10/10/2020,1,2,1,218,1,1992,6,2,06/02/1992,28,0,1,6,6,0,9,901,90112,1,1,218,2,1994,9,24,9/24/1994,26,0,1,6,8,0,9,901,90112,1
9,901,90112,2020,10,octubre,10,10/10/2020,1,2,1,218,1,1988,10,27,10/27/1988,31,0,1,6,6,0,9,901,90112,1,1,218,2,1994,6,29,6/29/1994,26,0,1,6,8,0,9,901,90112,1
9,901,90112,2020,10,octubre,10,10/10/2020,1,2,1,218,1,1992,4,16,4/16/1992,28,0,1,6,6,0,9,901,90112,1,1,218,2,1994,3,30,3/30/1994,26,0,1,6,6,0,9,901,90112,1
9,901,90112,2020,10,octubre,10,10/10/2020,2,2,1,218,1,1990,8,26,8/26/1990,30,0,1,6,6,0,9,901,90112,1,1,218,2,1994,6,27,6/27/1994,26,0,1,6,6,0,9,901,90112,1
9,901,90112,2020,10,octubre,22,10/22/2020,1,2,1,218,1,1993,8,17,8/17/1993,27,0,1,6,8,0,9,901,90112,1,1,218,2,1994,5,27,5/27/1994,26,0,1,6,8,0,9,901,90112,1
9,901,90112,2020,10,octubre,16,10/16/2020,0,2,1,218,1,1993,10,28,10/28/1993,26,0,1,6,8,0,9,901,90112,1,1,218,2,1994,7,1,07/01/1994,26,0,1,6,6,0,9,907,90701,1
9,901,90112,2020,10,octubre,16,10/16/2020,0,2,1,218,1,1996,11,11,11/11/1996,23,0,1,6,6,0,9,901,90112,1,1,218,2,1994,7,27,7/27/1994,26,0,1,6,6,0,9,901,90112,1
9,901,90112,2020,10,octubre,16,10/16/2020,0,2,1,218,1,1996,12,6,12/06/1996,23,0,1,6,6,0,9,901,90112,1,1,218,2,1994,9,27,9/27/1994,26,0,1,6,6,0,9,901,90112,1
9,901,90112,2020,10,octubre,23,10/23/2020,0,2,1,218,1,1994,11,7,11/07/1994,25,0,1,6,8,0,9,901,90112,1,1,218,2,1993,11,25,11/25/1993,26,0,1,6,8,0,9,901,90112,1
9,901,90112,2020,10,octubre,24,10/24/2020,0,2,2,858,1,1992,3,1,03/01/1992,28,0,1,7,2,0,9,901,90112,1,1,218,2,1993,11,4,11/04/1993,26,0,1,7,8,0,9,901,90112,1
9,910,91050,2020,10,octubre,27,10/27/2020,0,2,1,218,1,1999,11,4,11/04/1999,20,0,1,6,6,0,9,910,91050,1,1,218,2,1994,4,9,04/09/1994,26,0,1,6,6,0,9,910,91050,1
9,910,91050,2020,11,noviembre,12,11/12/2020,0,2,1,218,1,1990,6,13,6/13/1990,30,0,1,6,6,0,9,910,91050,1,1,218,2,1994,10,10,10/10/1994,26,0,1,6,8,0,9,910,91050,1
9,911,91150,2020,11,noviembre,12,11/12/2020,4,2,1,218,1,1989,4,23,4/23/1989,31,0,1,6,4,0,9,911,91150,1,1,218,2,1994,2,25,2/25/1994,26,0,1,6,6,0,9,911,91150,1
9,901,90112,2020,10,octubre,24,10/24/2020,0,2,1,218,1,1996,2,12,02/12/1996,24,0,1,6,8,0,9,901,90112,1,1,218,2,1993,12,27,12/27/1993,26,0,1,6,8,0,9,901,90112,1
