fecha;consumo_kWh
1/2/2019;7370
1/2/2019;2002
1/2/2019;2468
1/2/2019;2923,32
1/2/2019;1896
1/2/2019;1362
1/2/2019;1836
1/2/2019;975
1/2/2019;1716
1/2/2019;571
1/2/2019;1434
1/2/2019;944
1/2/2019;210
1/2/2019;578
1/2/2019;1233
1/2/2019;537
1/2/2019;540
1/2/2019;174
1/2/2019;364
1/2/2019;1588
1/2/2019;960
1/2/2019;672
1/2/2019;1146
1/2/2019;464
1/2/2019;1763
1/2/2019;2418
1/2/2019;2604
1/2/2019;1870
1/2/2019;0
1/2/2019;3030
1/2/2019;818
1/2/2019;2430
1/2/2019;1957
1/2/2019;3713,82
1/2/2019;2217
1/2/2019;1549
1/2/2019;1923
1/2/2019;0
1/2/2019;1845,18
1/2/2019;3420
1/2/2019;1242,36
1/2/2019;915,96
1/2/2019;393
1/2/2019;668
1/2/2019;1817
1/2/2019;883
1/2/2019;1609
1/2/2019;751
1/2/2019;1820
1/2/2019;2553
1/2/2019;962
1/2/2019;816
1/2/2019;708
1/2/2019;489
1/2/2019;1672
1/2/2019;1214
1/2/2019;0
1/2/2019;2243
1/2/2019;3004
1/2/2019;1443
1/2/2019;2916
1/2/2019;1750
1/2/2019;1808
1/2/2019;421
1/2/2019;2106
1/2/2019;1925
1/2/2019;1599
1/2/2019;2115,48
1/2/2019;1437
1/2/2019;3051
1/2/2019;1673
1/2/2019;1410
1/2/2019;1686
1/2/2019;2808
1/2/2019;2510
1/2/2019;468
1/2/2019;1461
1/2/2019;793
1/2/2019;1855
1/2/2019;229
1/2/2019;1107
1/2/2019;1985
1/2/2019;2502
1/2/2019;2591
1/2/2019;2557
1/2/2019;628
1/2/2019;1206
1/2/2019;1061
1/2/2019;2332
1/2/2019;2304
1/2/2019;1514
1/2/2019;261
1/2/2019;2573
1/2/2019;1310
1/2/2019;1905
1/2/2019;1358
1/2/2019;1925
1/2/2019;1326
1/2/2019;1992
1/2/2019;981
1/2/2019;2163,6
1/2/2019;3671,11
1/2/2019;1951,2
1/2/2019;3136,19
1/2/2019;3440,32
1/2/2019;5890,7
1/2/2019;4314,09
1/2/2019;2637,4
1/2/2019;3043,6
1/2/2019;3315,7
1/2/2019;2655,5
1/2/2019;5920,71
1/2/2019;3586
1/2/2019;1695
1/2/2019;458
1/2/2019;818
1/2/2019;1181
1/2/2019;2423
1/2/2019;1577
1/2/2019;2410
1/2/2019;1849
1/2/2019;1477
1/2/2019;1133
1/2/2019;422
1/2/2019;660
1/2/2019;845
1/2/2019;1491
1/2/2019;103
1/2/2019;2583
1/2/2019;1195
1/2/2019;2295
1/2/2019;4681
1/2/2019;0
1/2/2019;1462
1/2/2019;1181
1/2/2019;1729
1/2/2019;2004
1/2/2019;1806
1/2/2019;2831
1/2/2019;1424
1/2/2019;1526
1/2/2019;1906
1/2/2019;103
1/2/2019;2913
1/2/2019;1851
1/2/2019;2267
1/2/2019;2468
1/2/2019;2688
1/2/2019;1598
1/2/2019;1496
1/2/2019;2874
1/2/2019;2584
1/2/2019;1273
1/2/2019;0
1/2/2019;1338
1/2/2019;2395
1/2/2019;2331
1/2/2019;2684
1/2/2019;3855,6
1/2/2019;1638
1/2/2019;4179
1/2/2019;693
1/2/2019;828
1/2/2019;1005
1/2/2019;4323,49
1/2/2019;4119,52
1/2/2019;2426,3
1/2/2019;2929,84
1/2/2019;3496,49
1/2/2019;2101,7
1/2/2019;4324,8
1/2/2019;6500
1/2/2019;4930
1/2/2019;5293,8
1/2/2019;471
1/2/2019;2414
1/2/2019;1991
1/2/2019;1962
1/2/2019;2317
1/2/2019;2848
1/2/2019;547
1/2/2019;2655
1/2/2019;2481
1/2/2019;1882
1/2/2019;607
1/2/2019;621
1/2/2019;659
1/2/2019;2394
1/2/2019;2010
1/2/2019;2811
1/2/2019;2277
1/2/2019;2618
1/2/2019;2808,06
1/2/2019;1904
1/2/2019;3342
1/2/2019;2432
1/2/2019;1104
1/2/2019;2231
1/2/2019;2092
1/2/2019;1649
1/2/2019;18
1/2/2019;2703
1/2/2019;3907
1/2/2019;2741
1/2/2019;1103
1/2/2019;1378
1/2/2019;1116,9
1/2/2019;4768
1/2/2019;1847
1/2/2019;1732
1/2/2019;975
1/2/2019;1469
1/2/2019;475
1/2/2019;1876
1/2/2019;3272
1/2/2019;1335
1/2/2019;1649
1/2/2019;1573
1/2/2019;1695
1/2/2019;1713
1/2/2019;2020
1/2/2019;2794
1/2/2019;3159
1/2/2019;2344
1/2/2019;873
1/2/2019;3213
1/2/2019;1903
1/2/2019;1692
1/2/2019;3117
1/2/2019;2121
1/2/2019;2445
1/2/2019;2011
1/2/2019;549
1/2/2019;1533
1/2/2019;1913
1/2/2019;2888
1/2/2019;0
1/2/2019;1080
1/2/2019;1170
1/2/2019;1310
1/2/2019;1320
1/2/2019;1360
1/2/2019;1370
1/2/2019;1390
1/2/2019;1410
1/2/2019;1610
1/2/2019;1630
1/2/2019;1720
1/2/2019;1740
1/2/2019;1860
1/2/2019;1920
1/2/2019;1920
1/2/2019;1930
1/2/2019;1970
1/2/2019;2040
1/2/2019;2100
1/2/2019;2330
1/2/2019;2370
1/2/2019;2400
1/2/2019;2520
1/2/2019;2560
1/2/2019;2660
1/2/2019;479,59
1/2/2019;2670
1/2/2019;2690
1/2/2019;2770
1/2/2019;2790
1/2/2019;2920
1/2/2019;3030
1/2/2019;0
1/2/2019;0
1/2/2019;0
1/2/2019;0
1/2/2019;0
1/2/2019;0
1/2/2019;0
1/2/2019;0
1/2/2019;0
1/2/2019;0
1/2/2019;0
1/2/2019;0
1/2/2019;0
1/2/2019;0
1/2/2019;0
1/2/2019;0
1/2/2019;0
1/2/2019;0
1/2/2019;0
1/2/2019;0
1/2/2019;0
1/2/2019;0
1/2/2019;0
1/2/2019;0
1/2/2019;0
1/2/2019;0
1/2/2019;0
1/2/2019;0
1/2/2019;0
1/2/2019;0
1/2/2019;0
1/2/2019;0
1/2/2019;0
1/2/2019;0
1/2/2019;0
1/2/2019;0
1/2/2019;0
1/2/2019;3270
1/2/2019;3300
1/2/2019;4180
1/2/2019;4190
1/2/2019;4280
1/2/2019;4380
1/3/2019;0
1/3/2019;1398
1/3/2019;521
1/3/2019;1419
1/3/2019;1995
1/3/2019;1697
1/3/2019;2493
1/3/2019;1000
1/3/2019;3102,39
1/3/2019;5258,4
1/3/2019;5637,89
1/3/2019;3039,2
1/3/2019;2632,27
1/3/2019;4093,26
1/3/2019;1218
1/3/2019;3403
1/3/2019;3384
1/3/2019;3540,55
1/3/2019;1672,5
1/3/2019;2917,4
1/3/2019;2707,4
1/3/2019;2603,5
1/3/2019;3362,61
1/3/2019;6283,9
1/3/2019;7543,4
1/3/2019;7674,03
1/3/2019;2690,38
1/3/2019;2454
1/3/2019;1423
1/3/2019;1563
1/3/2019;2204
1/3/2019;891
1/3/2019;1190
1/3/2019;1091
1/3/2019;2663,22
1/3/2019;2371
1/3/2019;4550
1/3/2019;1311
1/3/2019;3515
1/3/2019;1118,94
1/3/2019;2262
1/3/2019;1300
1/3/2019;1051
1/3/2019;431
1/3/2019;2279
1/3/2019;813
1/3/2019;2401
1/3/2019;1568
1/3/2019;848
1/3/2019;1437
1/3/2019;1508
1/3/2019;950
1/3/2019;2160
1/3/2019;1670
1/3/2019;400
1/3/2019;2428
1/3/2019;253
1/3/2019;1387
1/3/2019;3285
1/3/2019;1505
1/3/2019;2738
1/3/2019;1290
1/3/2019;3067
1/3/2019;2225,64
1/3/2019;1126
1/3/2019;1963
1/3/2019;3446
1/3/2019;3442
1/3/2019;1850
1/3/2019;2437
1/3/2019;2543
1/3/2019;1700
1/3/2019;661
1/3/2019;2237
1/3/2019;1858
1/3/2019;2308
1/3/2019;3130
1/3/2019;1625
1/3/2019;7285,86
1/3/2019;2912
1/3/2019;1866
1/3/2019;821
1/3/2019;1475
1/3/2019;1089
1/3/2019;1911
1/3/2019;3223
1/3/2019;2411
1/3/2019;2220
1/3/2019;2108
1/3/2019;2066
1/3/2019;1215
1/3/2019;2139
1/3/2019;2122
1/3/2019;4597
1/3/2019;4810
1/3/2019;1320
1/3/2019;2323
1/3/2019;1358
1/3/2019;2162
1/3/2019;2019
1/3/2019;2466
1/3/2019;2352
1/3/2019;2391
1/3/2019;2328
1/3/2019;2784
1/3/2019;2060
1/3/2019;2591
1/3/2019;2162
1/3/2019;2763
1/3/2019;731
1/3/2019;978
1/3/2019;1822
1/3/2019;946
1/3/2019;3493
1/3/2019;2880
1/3/2019;1120,98
1/3/2019;1294,38
1/3/2019;3142
1/3/2019;3010
1/3/2019;2373,54
1/3/2019;1252
1/3/2019;1920
1/3/2019;2626
1/3/2019;1315
1/3/2019;3676
1/3/2019;804
1/3/2019;1610
1/3/2019;2886
1/3/2019;1723
1/3/2019;566
1/3/2019;1237
1/3/2019;1602
1/3/2019;1773
1/3/2019;1790
1/3/2019;2235
1/3/2019;1612
1/3/2019;1734
1/3/2019;1617
1/3/2019;2830
1/3/2019;2148
1/3/2019;0
1/3/2019;0
1/3/2019;1918
1/3/2019;1837
1/3/2019;3308
1/3/2019;3545
1/3/2019;906
1/3/2019;1448
1/3/2019;1867
1/3/2019;1277
1/3/2019;255
1/3/2019;1137
1/3/2019;1262
1/3/2019;1309
1/3/2019;941
1/3/2019;1805
1/3/2019;2318
1/3/2019;253
1/3/2019;2196
1/3/2019;3554
1/3/2019;1818
1/3/2019;2639
1/3/2019;98
1/3/2019;1744
1/3/2019;2142
1/3/2019;2086
1/3/2019;717
1/3/2019;238
1/3/2019;0
1/3/2019;3189
1/3/2019;1762
1/3/2019;2813
1/3/2019;3194
1/3/2019;1558
1/3/2019;2703
1/3/2019;1510
1/3/2019;1721,76
1/3/2019;1251
1/3/2019;2996
1/3/2019;2841
1/3/2019;2394
1/3/2019;2775
1/3/2019;101
1/3/2019;106
1/3/2019;132
1/3/2019;0
1/3/2019;917
1/3/2019;1112
1/3/2019;821
1/3/2019;4378
1/3/2019;166
1/3/2019;1815
1/3/2019;1753
1/3/2019;647
1/3/2019;2092
1/3/2019;6242
1/3/2019;1515
1/3/2019;2106
1/3/2019;1434
1/3/2019;0
1/3/2019;1207
1/3/2019;577
1/3/2019;1273
1/3/2019;1722
1/3/2019;642
1/3/2019;113
1/3/2019;2305
1/3/2019;1102
1/3/2019;2016
1/3/2019;1364
1/3/2019;202
1/3/2019;1486
1/3/2019;0
1/3/2019;1857
1/3/2019;1569
1/3/2019;1120
1/3/2019;1784
1/3/2019;1192
1/3/2019;87
1/3/2019;1452
1/3/2019;209
1/3/2019;86
1/3/2019;3090
1/3/2019;2218
1/3/2019;2195
1/3/2019;1665
1/3/2019;2664
1/3/2019;2615
1/3/2019;0
1/3/2019;3024
1/3/2019;1808
1/3/2019;2765
1/3/2019;1598
1/3/2019;1213
1/3/2019;2407
1/3/2019;2635
1/3/2019;2063
1/3/2019;1929
1/3/2019;1481,04
1/3/2019;401
1/3/2019;2375
1/3/2019;3269
1/3/2019;2228
1/3/2019;977
1/3/2019;0
1/3/2019;1136
1/3/2019;0
1/3/2019;1734
1/3/2019;2057
1/3/2019;3255
1/3/2019;4273
1/3/2019;1461
1/3/2019;1724
1/3/2019;6338
1/3/2019;2547
1/3/2019;4862
1/3/2019;1897
1/3/2019;2222
1/3/2019;2504
1/3/2019;745
1/3/2019;2381
1/3/2019;1738
1/3/2019;1660
1/3/2019;1976
1/3/2019;630
1/3/2019;2167
1/3/2019;1795
1/3/2019;1507
1/3/2019;643
1/3/2019;904
1/3/2019;2137
1/3/2019;2061
1/3/2019;1790
1/3/2019;9
1/3/2019;1119
1/3/2019;2382
1/3/2019;2106
1/3/2019;215
1/3/2019;211
1/3/2019;831
1/3/2019;1142
1/3/2019;128
1/3/2019;1919
1/3/2019;1504
1/3/2019;2018
1/3/2019;1732
1/3/2019;1824
1/3/2019;2844
1/3/2019;2303
1/3/2019;2553
1/3/2019;1658
1/3/2019;2980
1/3/2019;1627
1/3/2019;1761
1/3/2019;2055
1/3/2019;915,96
1/3/2019;1371
1/3/2019;2370
1/3/2019;2085
1/3/2019;2777
1/3/2019;2169
1/3/2019;2104
1/3/2019;2067
1/3/2019;2053
1/3/2019;3452
1/3/2019;2518
1/3/2019;1655
1/3/2019;4313
1/3/2019;4009
1/3/2019;1166
1/3/2019;1
1/3/2019;846
1/3/2019;532
1/3/2019;522
1/3/2019;1269
1/3/2019;1510
1/3/2019;2050
1/3/2019;2083
1/3/2019;2412
1/3/2019;1319
1/3/2019;3551
1/3/2019;1394
1/3/2019;1
1/3/2019;1605,48
1/3/2019;2637
1/3/2019;1702
1/3/2019;2401
1/3/2019;3552
1/3/2019;1896
1/3/2019;921
1/3/2019;1869
1/3/2019;1118
1/3/2019;2452
1/3/2019;2549
1/3/2019;46
1/3/2019;3813
1/3/2019;1884,96
1/3/2019;1898
1/3/2019;243
1/3/2019;1788,06
1/3/2019;1600
1/3/2019;929
1/3/2019;8549
1/3/2019;3423
1/3/2019;1536
1/3/2019;3341
1/3/2019;1074,06
1/3/2019;1300
1/3/2019;1592
1/3/2019;1351
1/3/2019;225
1/3/2019;2033
1/3/2019;2011
1/3/2019;1780
1/3/2019;1400
1/3/2019;1756
1/3/2019;1725
1/3/2019;2121
1/3/2019;1993
1/3/2019;448
1/3/2019;2719
1/3/2019;2515
1/3/2019;2652
1/3/2019;1797
1/3/2019;2423
1/3/2019;1523
1/3/2019;1780
1/3/2019;2636
1/3/2019;1535
1/3/2019;2239
1/3/2019;2565
1/3/2019;1790
1/3/2019;1383
1/3/2019;2502
1/3/2019;3365
1/3/2019;802,74
1/3/2019;1403
1/3/2019;0
1/3/2019;3984
1/3/2019;1711
1/3/2019;1499
1/3/2019;966
1/3/2019;1147
1/3/2019;2292
1/3/2019;996
1/3/2019;1208
1/3/2019;379
1/3/2019;2864
1/3/2019;1221
1/3/2019;1626
1/3/2019;1534
1/3/2019;1193
1/3/2019;1475
1/3/2019;1618
1/3/2019;1948
1/3/2019;1587
1/3/2019;1438
1/3/2019;2082
1/3/2019;3199
1/3/2019;1959
1/3/2019;2562,24
1/3/2019;3030
1/3/2019;2703
1/3/2019;2653
1/3/2019;2910
1/3/2019;2823
1/3/2019;3078
1/3/2019;2687
1/3/2019;2732
1/3/2019;2915
1/3/2019;1795
1/3/2019;2036
1/3/2019;2671
1/3/2019;2214
1/3/2019;1803
1/3/2019;1489
1/3/2019;1944
1/3/2019;1363
1/3/2019;1809
1/3/2019;2119
1/3/2019;1523
1/3/2019;1492
1/3/2019;1333
1/3/2019;758
1/3/2019;2308
1/3/2019;612
1/3/2019;1324
1/3/2019;1306
1/3/2019;1619
1/3/2019;3301
1/3/2019;942
1/3/2019;150
1/3/2019;2500
1/3/2019;3604,63
1/3/2019;3438,42
1/3/2019;3849,58
1/3/2019;3538,87
1/3/2019;4546,3
1/3/2019;9101,6
1/3/2019;3112,4
1/3/2019;3430,46
1/3/2019;3349,1
1/3/2019;3100
1/3/2019;947
1/3/2019;1265
1/3/2019;1424
1/3/2019;1986
1/3/2019;1601
1/3/2019;2298
1/3/2019;0
1/3/2019;2507
1/3/2019;0
1/3/2019;4599,18
1/3/2019;5639,58
1/3/2019;5020,44
1/3/2019;920
1/3/2019;143
1/3/2019;1923
1/3/2019;1838
1/3/2019;178
1/3/2019;177
1/3/2019;95
1/3/2019;457
1/3/2019;2528
1/3/2019;918
1/3/2019;2954
1/3/2019;2647
1/3/2019;2689
1/3/2019;2879,46
1/3/2019;580,7
1/3/2019;2758
1/3/2019;1090
1/3/2019;136
1/3/2019;2405
1/3/2019;1647
1/3/2019;1585
1/3/2019;2067
1/3/2019;1729
1/3/2019;1728
1/3/2019;2105
1/3/2019;1743
1/3/2019;1601
1/3/2019;2530
1/3/2019;2607
1/3/2019;2178
1/3/2019;2554
1/3/2019;2110
1/3/2019;2514
1/3/2019;0
1/3/2019;1796
1/3/2019;2260
1/3/2019;1150
1/3/2019;1911
1/3/2019;1069
1/3/2019;1311
1/3/2019;1179
1/3/2019;1432
1/3/2019;734
1/3/2019;1253
1/3/2019;738
1/3/2019;1568
1/3/2019;1604
1/3/2019;1326
1/3/2019;2316
1/3/2019;587
1/3/2019;1251
1/3/2019;2082
1/3/2019;2044
1/3/2019;544
1/3/2019;1245
1/3/2019;908
1/3/2019;5373
1/3/2019;940
1/3/2019;2256
1/3/2019;1287
1/3/2019;736
1/3/2019;988
1/3/2019;1286
1/3/2019;2839
1/3/2019;1471
1/3/2019;681
1/3/2019;4524
1/3/2019;1237
1/3/2019;1922
1/3/2019;3830
1/3/2019;1658
1/3/2019;8896
1/3/2019;11180
1/3/2019;2210
1/3/2019;4734,8
1/3/2019;3233,7
1/3/2019;2790
1/3/2019;4905,3
1/3/2019;4402,8
1/3/2019;5453,64
1/3/2019;3438,2
1/3/2019;4349,8
1/3/2019;5435,68
1/3/2019;2897
1/3/2019;3980
1/3/2019;2560
1/3/2019;2570
1/3/2019;7794,8
1/3/2019;4878
1/3/2019;956
1/3/2019;1314
1/3/2019;1524
1/3/2019;1278
1/3/2019;1497
1/3/2019;1569
1/3/2019;0
1/3/2019;0
1/3/2019;1374
1/3/2019;1482
1/3/2019;1301
1/3/2019;2613
1/3/2019;1508
1/3/2019;2328
1/3/2019;537
1/3/2019;1091
1/3/2019;743
1/3/2019;409
1/3/2019;1614
1/3/2019;1425
1/3/2019;927
1/3/2019;295
1/3/2019;4529
1/3/2019;2335
1/3/2019;8691
1/3/2019;4074
1/3/2019;2344
1/3/2019;2338
1/3/2019;2427
1/3/2019;1268
1/3/2019;46
1/3/2019;138
1/3/2019;34
1/3/2019;42
1/3/2019;3
1/3/2019;36
1/3/2019;30
1/3/2019;292
1/3/2019;24
1/3/2019;47
1/3/2019;24
1/3/2019;26
1/3/2019;46
1/3/2019;0
1/3/2019;77
1/3/2019;29
1/3/2019;31
1/3/2019;1460
1/3/2019;1298
1/3/2019;1942
1/3/2019;1679
1/3/2019;1603
1/3/2019;1569
1/3/2019;1703
1/3/2019;2712
1/3/2019;3192
1/3/2019;1548
1/3/2019;2220
1/3/2019;2586
1/3/2019;2953
1/3/2019;2489
1/3/2019;3999
1/3/2019;1817
1/3/2019;1764
1/3/2019;2458
1/3/2019;1026
1/3/2019;1960
1/3/2019;2488
1/3/2019;3102
1/3/2019;2548
1/3/2019;2387,82
1/3/2019;57
1/3/2019;57
1/3/2019;57
1/3/2019;290598
1/3/2019;4143
1/3/2019;980
1/3/2019;855
1/3/2019;1132
1/3/2019;3031
1/3/2019;2785
1/3/2019;512
1/3/2019;1607
1/3/2019;822
1/3/2019;4080
1/3/2019;2331
1/3/2019;1783
1/3/2019;8258,94
1/3/2019;1083
1/3/2019;411
1/3/2019;245
1/3/2019;1656
1/3/2019;92
1/3/2019;2497
1/3/2019;3323
1/3/2019;2835
1/3/2019;0
1/3/2019;74
1/3/2019;2051
1/3/2019;2779
1/3/2019;2404
1/3/2019;3759
1/3/2019;3000
1/3/2019;2111
1/3/2019;1677
1/3/2019;1929
1/3/2019;2353
1/3/2019;2416
1/3/2019;2571
1/3/2019;1987
1/3/2019;2607
1/3/2019;2572
1/3/2019;95
1/3/2019;2040
1/3/2019;127
1/3/2019;170
1/3/2019;178
1/3/2019;2217
1/3/2019;969
1/3/2019;935
1/3/2019;1157
1/3/2019;1929
1/3/2019;1673
1/3/2019;566
1/3/2019;859
1/3/2019;1318
1/3/2019;707
1/3/2019;932
1/3/2019;4388
1/3/2019;609
1/3/2019;986
1/3/2019;3500
1/3/2019;5710
1/3/2019;1351
1/3/2019;2847
1/3/2019;1
1/3/2019;1
1/3/2019;1984,92
1/3/2019;493
1/3/2019;456
1/3/2019;1166
1/3/2019;1297
1/3/2019;1252
1/3/2019;3944
1/3/2019;2087
1/3/2019;4261
1/3/2019;1297
1/3/2019;1841
1/3/2019;0
1/3/2019;1314
1/3/2019;1431
1/3/2019;2710
1/3/2019;2094
1/3/2019;1226
1/3/2019;1606
1/3/2019;437
1/3/2019;1654
1/3/2019;875
1/3/2019;580
1/3/2019;2677
1/3/2019;4743
1/3/2019;886
1/3/2019;2176
1/3/2019;2344
1/3/2019;2228
1/3/2019;442
1/3/2019;0
1/3/2019;55
1/3/2019;1213
1/3/2019;4239
1/3/2019;2490
1/3/2019;610
1/3/2019;1703
1/3/2019;1065
1/3/2019;17
1/3/2019;753
1/3/2019;835
1/3/2019;1649
1/3/2019;1832
1/3/2019;848
1/3/2019;1692
1/3/2019;2390
1/3/2019;1869
1/3/2019;510
1/3/2019;765
1/3/2019;429
1/3/2019;1356
1/3/2019;2325
1/3/2019;2098
1/3/2019;1779
1/3/2019;3189
1/3/2019;2063
1/3/2019;1539
1/3/2019;2172
1/3/2019;2128
1/3/2019;2586
1/3/2019;2456
1/3/2019;1777
1/3/2019;0
1/3/2019;3406
1/3/2019;550,8
1/3/2019;2801
1/3/2019;1593,24
1/3/2019;1685
1/3/2019;432
1/3/2019;2670
1/3/2019;663
1/3/2019;740
1/3/2019;549
1/3/2019;710
1/3/2019;678
1/3/2019;574
1/3/2019;2245
1/3/2019;509
1/3/2019;1081
1/3/2019;505
1/3/2019;50400
1/3/2019;584
1/3/2019;1379
1/3/2019;1534
1/3/2019;1591
1/3/2019;2488
1/3/2019;1514
1/3/2019;2159
1/3/2019;2612
1/3/2019;2539
1/3/2019;2524
1/3/2019;1700
1/3/2019;7806
1/3/2019;609
1/3/2019;949
1/3/2019;2521
1/3/2019;4246
1/3/2019;3577
1/3/2019;4369
1/3/2019;10155
1/3/2019;15958
1/3/2019;9478
1/3/2019;6913
1/3/2019;12604,76
1/3/2019;1941
1/3/2019;978
1/3/2019;1616
1/3/2019;552
1/3/2019;1581
1/3/2019;945
1/3/2019;626
1/3/2019;2890
1/3/2019;10255
1/3/2019;1653
1/3/2019;1182
1/3/2019;4080
1/3/2019;3843
1/3/2019;4757
1/3/2019;3219
1/3/2019;1369
1/3/2019;1712
1/3/2019;2680
1/3/2019;2231
1/3/2019;2266
1/3/2019;1865
1/3/2019;8240
1/3/2019;1272
1/3/2019;2713
1/3/2019;2458
1/3/2019;2625
1/3/2019;2267
1/3/2019;1176
1/3/2019;686
1/3/2019;4200
1/3/2019;212
1/3/2019;1917
1/3/2019;281
1/3/2019;2171
1/3/2019;4297
1/3/2019;4904
1/3/2019;2248
1/3/2019;0
1/3/2019;931
1/3/2019;749
1/3/2019;1230
1/3/2019;2101
1/3/2019;2882
1/3/2019;2008
1/3/2019;2198
1/3/2019;2580
1/3/2019;2157
1/3/2019;2689
1/3/2019;3696
1/3/2019;780
1/3/2019;2919
1/3/2019;2124
1/3/2019;881
1/3/2019;3430
1/3/2019;2835
1/3/2019;696
1/3/2019;5030
1/3/2019;1767
1/3/2019;1518
1/3/2019;1855
1/3/2019;1969
1/3/2019;329
1/3/2019;1460
1/3/2019;3501
1/3/2019;0
1/3/2019;1985
1/3/2019;3055
1/3/2019;2008
1/3/2019;289
1/3/2019;1283
1/3/2019;1088
1/3/2019;1352
1/3/2019;1460
1/3/2019;3613
1/3/2019;554
1/3/2019;1365
1/3/2019;3362
1/3/2019;1029
1/3/2019;1521
1/3/2019;975
1/3/2019;629
1/3/2019;718
1/3/2019;2386
1/3/2019;1015
1/3/2019;2952
1/3/2019;1165
1/3/2019;2513
1/3/2019;726
1/3/2019;1942
1/3/2019;704
1/3/2019;3242
1/3/2019;768
1/3/2019;3444
1/3/2019;1517
1/3/2019;5097
1/3/2019;2335
1/3/2019;2974
1/3/2019;1491
1/3/2019;721
1/3/2019;5495
1/3/2019;5358
1/3/2019;1778
1/3/2019;1185
1/3/2019;592
1/3/2019;2325
1/3/2019;681
1/3/2019;154
1/3/2019;77
1/3/2019;2160
1/3/2019;1
1/3/2019;1320
1/3/2019;0
1/3/2019;574
1/3/2019;751
1/3/2019;1436
1/3/2019;682
1/3/2019;0
1/3/2019;1.074
1/3/2019;873
1/3/2019;912
1/3/2019;2527
1/3/2019;3054
1/3/2019;842
1/3/2019;1518
1/3/2019;2061
1/3/2019;1694
1/3/2019;1342
1/3/2019;1188
1/3/2019;2509
1/3/2019;1668
1/3/2019;2150
1/3/2019;2894
1/3/2019;3188
1/3/2019;2690
1/3/2019;3652
1/3/2019;473
1/3/2019;1762
1/3/2019;2760
1/3/2019;1437
1/3/2019;1958
1/3/2019;2512
1/3/2019;1858
1/3/2019;2671
1/3/2019;2743
1/3/2019;1314
1/3/2019;2151
1/3/2019;685
1/3/2019;2473
1/3/2019;2968
1/3/2019;2170
1/3/2019;1173
1/3/2019;5163,24
1/3/2019;1404,54
1/3/2019;8239,56
1/3/2019;2927,4
1/3/2019;3602,64
1/3/2019;3713,82
1/3/2019;4643,04
1/3/2019;4147,32
1/3/2019;3813,78
1/3/2019;30312
1/3/2019;5020,75
1/3/2019;862
1/3/2019;1193,4
1/3/2019;2315,4
1/3/2019;1159,74
1/3/2019;1254,6
1/3/2019;597,72
1/3/2019;2052
1/3/2019;1255,62
1/3/2019;698,7
1/3/2019;925,14
1/3/2019;1161,78
1/3/2019;824,16
1/3/2019;997,56
1/3/2019;792,54
1/3/2019;2663,22
1/3/2019;859,86
1/3/2019;674,22
1/3/2019;1372,92
1/3/2019;1051,62
1/3/2019;1272,96
1/3/2019;1391,28
1/3/2019;541,62
1/3/2019;1454,52
1/3/2019;1551,42
1/3/2019;1017,96
1/3/2019;2132,82
1/3/2019;2248,08
1/3/2019;1854,36
1/3/2019;1509,6
1/3/2019;6974,76
1/3/2019;2305,2
1/3/2019;844,56
1/3/2019;718,08
1/3/2019;1831,92
1/3/2019;586887,6
1/3/2019;10524,36
1/3/2019;5360,1
1/3/2019;221892
1/3/2019;5688,54
1/3/2019;1745
1/3/2019;10694,7
1/3/2019;1270
1/3/2019;757,86
1/3/2019;2499
1/3/2019;5266,01
1/3/2019;572,22
1/3/2019;3974
1/3/2019;5224
1/3/2019;5723
1/3/2019;2133
1/3/2019;2393
1/3/2019;2754
1/3/2019;2794
1/3/2019;1739
1/3/2019;888
1/3/2019;806
1/3/2019;1233
1/3/2019;1435
1/3/2019;1890
1/3/2019;1321
1/3/2019;411
1/3/2019;84
1/3/2019;1849
1/3/2019;0
1/3/2019;1130
1/3/2019;1542
1/3/2019;1259
1/3/2019;1843
1/3/2019;2648
1/3/2019;1701
1/3/2019;825
1/3/2019;1718
1/3/2019;1906
1/3/2019;0
1/3/2019;1535
1/3/2019;1922
1/3/2019;537
1/3/2019;2310
1/3/2019;2148
1/3/2019;1433
1/3/2019;2184
1/3/2019;2676
1/3/2019;1403
1/3/2019;2355
1/3/2019;2257
1/3/2019;1299
1/3/2019;3560
1/3/2019;3257
1/3/2019;2771
1/3/2019;2696
1/3/2019;2911
1/3/2019;3069
1/3/2019;1729,92
1/3/2019;3047
1/3/2019;3207
1/3/2019;2168,52
1/3/2019;1441,26
1/3/2019;835,38
1/3/2019;5930
1/3/2019;8198,76
1/3/2019;5709,96
1/3/2019;5868,06
1/3/2019;2865,18
1/3/2019;348,84
1/3/2019;2339,88
1/3/2019;1975,74
1/3/2019;2558
1/3/2019;225,42
1/3/2019;1670,76
1/3/2019;737,46
1/3/2019;3137,52
1/3/2019;2938
1/3/2019;2720
1/3/2019;4191,18
1/3/2019;962,88
1/3/2019;1773
1/3/2019;915
1/3/2019;464,1
1/3/2019;49983,06
1/3/2019;2587
1/3/2019;2300,1
1/3/2019;1646
1/3/2019;2946
1/3/2019;2938
1/3/2019;2903,94
1/3/2019;881,28
1/3/2019;2996,76
1/3/2019;1524,9
1/3/2019;2295
1/3/2019;3047
1/3/2019;3150
1/3/2019;6283,2
1/3/2019;3742,38
1/3/2019;753,78
1/3/2019;2980,44
1/3/2019;2700
1/3/2019;2230,74
1/3/2019;2110,38
1/3/2019;5477,4
1/3/2019;4347
